query_system	query_ligand_id	target_system	target_ligand_id	protein_mapping	protein_mapper	similarity	source	metric	mapping
4198c__1__1.B__1.X	4198c__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.B:1.A	foldseek	68		sucos_shape_pocket_qcov	
2045b__1__1.B__1.X	2045b__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.B:1.A	foldseek	54		sucos_shape_pocket_qcov	
4024g__1__1.A__1.X	4024g__1__1.X	5t07__1__1.A_1.C_1.D__1.E	5t07__1__1.E	1.A:1.D	foldseek	29		sucos_shape_pocket_qcov	
1985b__1__1.B__1.X	1985b__1__1.X	9gs1__1__1.B__1.E	9gs1__1__1.E	1.B:1.B	foldseek	54		sucos_shape_pocket_qcov	
4172a__1__1.A__1.X	4172a__1__1.X	8qs0__1__1.B__1.F	8qs0__1__1.F	1.A:1.B	foldseek	44		sucos_shape_pocket_qcov	
1212b__1__1.A_1.B__1.X	1212b__1__1.X	5hmc__1__1.A_2.A__1.B	5hmc__1__1.B	1.B:2.A;1.A:1.A	foldseek	22		sucos_shape_pocket_qcov	
4024f__1__1.A_1.B__1.X	4024f__1__1.X	9gs1__1__1.A__1.C	9gs1__1__1.C	1.B:1.A	foldseek	27		sucos_shape_pocket_qcov	
1939b__1__1.B__1.X	1939b__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.B:1.A	foldseek	67		sucos_shape_pocket_qcov	
1423b__1__1.B__1.X	1423b__1__1.X	4zv3__1__1.B__1.E	4zv3__1__1.E	1.B:1.B	foldseek	45		sucos_shape_pocket_qcov	
1763a__1__1.A__1.X	1763a__1__1.X	6vfy__1__1.C__1.F	6vfy__1__1.F	1.A:1.C	foldseek	42		sucos_shape_pocket_qcov	
1911b__1__1.B__1.X	1911b__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.B:1.A	foldseek	45		sucos_shape_pocket_qcov	
1816a__1__1.A__1.X	1816a__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.A:1.A	foldseek	62		sucos_shape_pocket_qcov	
1682b__1__1.B__1.X	1682b__1__1.X	8qs0__2__1.C__1.G	8qs0__2__1.G	1.B:1.C	foldseek	49		sucos_shape_pocket_qcov	
1437c__1__1.B__1.X	1437c__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.B:1.A	foldseek	38		sucos_shape_pocket_qcov	
1766b__1__1.B__1.X	1766b__1__1.X	8qs0__2__1.D__1.H	8qs0__2__1.H	1.B:1.D	foldseek	45		sucos_shape_pocket_qcov	
1180b__1__1.A__1.X	1180b__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.A:1.A	foldseek	39		sucos_shape_pocket_qcov	
1188a__1__1.A__1.X	1188a__1__1.X	6x7p__1__1.A_2.A__1.B_1.C_1.D	6x7p__1__1.B	1.A:1.A	foldseek	38		sucos_shape_pocket_qcov	
1358c__1__1.A_1.B__1.X	1358c__1__1.X	5nji__1__1.A__1.B	5nji__1__1.B	1.A:1.A	foldseek	35		sucos_shape_pocket_qcov	
2085c__1__1.A__1.X	2085c__1__1.X	9gs1__1__1.A__1.C	9gs1__1__1.C	1.A:1.A	foldseek	31		sucos_shape_pocket_qcov	
1754a__1__1.A__1.X	1754a__1__1.X	8qrt__1__1.A__1.E	8qrt__1__1.E	1.A:1.A	foldseek	58		sucos_shape_pocket_qcov	
1968b__1__1.A__1.X	1968b__1__1.X	8qrt__2__1.C__1.G	8qrt__2__1.G	1.A:1.C	foldseek	76		sucos_shape_pocket_qcov	
1263b__1__1.B__1.X	1263b__1__1.X	4moc__1__1.A__1.B	4moc__1__1.B	1.B:1.A	foldseek	58		sucos_shape_pocket_qcov	
2110b__1__1.B__1.X	2110b__1__1.X	9ccr__1__1.A_1.B_1.D__1.E_1.L	9ccr__1__1.L	1.B:1.A	foldseek	25		sucos_shape_pocket_qcov	
4223f__1__1.B__1.X	4223f__1__1.X	3b7k__1__1.A__1.D	3b7k__1__1.D	1.B:1.A	foldseek	43		sucos_shape_pocket_qcov	
4192b__1__1.B__1.X	4192b__1__1.X	9gs1__1__1.A__1.C	9gs1__1__1.C	1.B:1.A	foldseek	48		sucos_shape_pocket_qcov	
2085b__1__1.B__1.X	2085b__1__1.X	4zv3__1__1.B__1.E	4zv3__1__1.E	1.B:1.B	foldseek	55		sucos_shape_pocket_qcov	
1209b__1__1.A_1.B__1.X	1209b__1__1.X	5nji__1__1.A__1.B	5nji__1__1.B	1.B:1.A	foldseek	26		sucos_shape_pocket_qcov	
1147a__1__1.A_1.B__1.X	1147a__1__1.X	5nji__1__1.A__1.B	5nji__1__1.B	1.A:1.A	foldseek	27		sucos_shape_pocket_qcov	
1900b__1__1.B__1.X	1900b__1__1.X	8qs0__2__1.D__1.H	8qs0__2__1.H	1.B:1.D	foldseek	30		sucos_shape_pocket_qcov	
1721a__1__1.A__1.X	1721a__1__1.X	8qs0__1__1.B__1.F	8qs0__1__1.F	1.A:1.B	foldseek	67		sucos_shape_pocket_qcov	
2063a__1__1.A_1.B__1.X	2063a__1__1.X	9hmt__1__1.A__1.B	9hmt__1__1.B	1.A:1.A	mmseqs	29		sucos_shape_pocket_qcov	
1541b__1__1.B__1.X	1541b__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.B:1.A	foldseek	52		sucos_shape_pocket_qcov	
4024a__1__1.B__1.X	4024a__1__1.X	6x7o__1__1.A_2.A__1.B_1.C	6x7o__1__1.B	1.B:1.A	foldseek	36		sucos_shape_pocket_qcov	
1652b__1__1.B__1.X	1652b__1__1.X	9gs1__1__1.B__1.E	9gs1__1__1.E	1.B:1.B	foldseek	27		sucos_shape_pocket_qcov	
4128b__1__1.A__1.X	4128b__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.A:1.A	foldseek	65		sucos_shape_pocket_qcov	
1234a__1__1.A__1.X	1234a__1__1.X	4rlu__1__1.A_1.B__1.C	4rlu__1__1.C	1.A:1.A	foldseek	29		sucos_shape_pocket_qcov	
1180c__1__1.B__1.X	1180c__1__1.X	4rlt__1__1.A_1.B__1.C	4rlt__1__1.C	1.B:1.A	foldseek	47		sucos_shape_pocket_qcov	
1840b__1__1.B__1.X	1840b__1__1.X	4rlt__1__1.A_1.B__1.C	4rlt__1__1.C	1.B:1.A	foldseek	37		sucos_shape_pocket_qcov	
2025a__1__1.A__1.X	2025a__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
4067a__1__1.A__1.X	4067a__1__1.X	8qs0__1__1.B__1.F	8qs0__1__1.F	1.A:1.B	foldseek	67		sucos_shape_pocket_qcov	
1596a__1__1.A__1.X	1596a__1__1.X	9gs1__1__1.A__1.C	9gs1__1__1.C	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
1317c__1__1.B__1.X	1317c__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.B:1.A	foldseek	48		sucos_shape_pocket_qcov	
1369b__1__1.B__1.X	1369b__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.B:1.A	foldseek	27		sucos_shape_pocket_qcov	
1968c__1__1.B__1.X	1968c__1__1.X	4zv3__1__1.B__1.E	4zv3__1__1.E	1.B:1.B	foldseek	43		sucos_shape_pocket_qcov	
4024c__1__1.A_1.B__1.X	4024c__1__1.X	9gs1__1__1.A__1.C	9gs1__1__1.C	1.A:1.A	foldseek	34		sucos_shape_pocket_qcov	
1353a__1__1.A_1.B__1.X	1353a__1__1.X	5hmc__1__1.A_2.A__1.B	5hmc__1__1.B	1.A:2.A;1.B:1.A	foldseek	31		sucos_shape_pocket_qcov	
1944c__1__1.B__1.X	1944c__1__1.X	9gs1__1__1.B__1.E	9gs1__1__1.E	1.B:1.B	foldseek	62		sucos_shape_pocket_qcov	
1682a__1__1.A__1.X	1682a__1__1.X	8qs0__2__1.C__1.G	8qs0__2__1.G	1.A:1.C	foldseek	49		sucos_shape_pocket_qcov	
4125b__1__1.A__1.X	4125b__1__1.X	8qs0__1__1.B__1.F	8qs0__1__1.F	1.A:1.B	foldseek	64		sucos_shape_pocket_qcov	
1497b__1__1.B__1.X	1497b__1__1.X	8qs0__2__1.D__1.H	8qs0__2__1.H	1.B:1.D	foldseek	61		sucos_shape_pocket_qcov	
1885b__1__1.A__1.X	1885b__1__1.X	8qrt__1__1.A__1.E	8qrt__1__1.E	1.A:1.A	foldseek	52		sucos_shape_pocket_qcov	
1174d__1__1.A_1.B__1.X	1174d__1__1.X	1pn4__2__1.D__1.K	1pn4__2__1.K	1.B:1.D	foldseek	14		sucos_shape_pocket_qcov	
1231a__1__1.A__1.X	1231a__1__1.X	6x7p__1__1.A_2.A__1.B_1.C_1.D	6x7p__1__1.B	1.A:1.A	foldseek	41		sucos_shape_pocket_qcov	
4024b__1__1.A__1.X	4024b__1__1.X	6x7o__1__1.A_2.A__1.B_1.C	6x7o__1__1.B	1.A:1.A	foldseek	36		sucos_shape_pocket_qcov	
2040b__1__1.A_1.B__1.X	2040b__1__1.X	8qs0__2__1.D__1.H	8qs0__2__1.H	1.B:1.D	foldseek	27		sucos_shape_pocket_qcov	
1142c__1__1.A__1.X	1142c__1__1.X	3emm__1__1.A__1.B	3emm__1__1.B	1.A:1.A	foldseek	33		sucos_shape_pocket_qcov	
1571a__1__1.A__1.X	1571a__1__1.X	8qrt__1__1.A__1.E	8qrt__1__1.E	1.A:1.A	foldseek	55		sucos_shape_pocket_qcov	
4079a__1__1.B__1.X	4079a__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.B:1.A	foldseek	62		sucos_shape_pocket_qcov	
4209a__1__1.A__1.X	4209a__1__1.X	8p8k__1__1.B__1.D	8p8k__1__1.D	1.A:1.B	foldseek	66		sucos_shape_pocket_qcov	
1184a__1__1.A__1.X	1184a__1__1.X	6vfy__1__1.A__1.D	6vfy__1__1.D	1.A:1.A	foldseek	41		sucos_shape_pocket_qcov	
1841b__1__1.A__1.X	1841b__1__1.X	8qs0__2__1.D__1.H	8qs0__2__1.H	1.A:1.D	foldseek	65		sucos_shape_pocket_qcov	
1754b__1__1.B__1.X	1754b__1__1.X	8qrt__1__1.A__1.E	8qrt__1__1.E	1.B:1.A	foldseek	58		sucos_shape_pocket_qcov	
1832a__1__1.A__1.X	1832a__1__1.X	4zv3__1__1.B__1.E	4zv3__1__1.E	1.A:1.B	foldseek	45		sucos_shape_pocket_qcov	
1433d__1__1.A_1.B__1.X	1433d__1__1.X	5nji__1__1.A__1.B	5nji__1__1.B	1.B:1.A	foldseek	26		sucos_shape_pocket_qcov	
1620b__1__1.B__1.X	1620b__1__1.X	9grr__1__1.A__1.B	9grr__1__1.B	1.B:1.A	foldseek	74		sucos_shape_pocket_qcov	
1467a__1__1.A__1.X	1467a__1__1.X	9gs1__1__1.B__1.E	9gs1__1__1.E	1.A:1.B	foldseek	76		sucos_shape_pocket_qcov	
1644a__1__1.A__1.X	1644a__1__1.X	6vfy__1__1.A__1.D	6vfy__1__1.D	1.A:1.A	foldseek	54		sucos_shape_pocket_qcov	
1142d__1__1.B__1.X	1142d__1__1.X	1y7u__1__1.A_2.C__1.F	1y7u__1__1.F	1.B:2.C	foldseek	22		sucos_shape_pocket_qcov	
2010b__1__1.B__1.X	2010b__1__1.X	4zv3__1__1.B__1.E	4zv3__1__1.E	1.B:1.B	foldseek	43		sucos_shape_pocket_qcov	
4170b__1__1.A__1.X	4170b__1__1.X	9gs1__1__1.B__1.E	9gs1__1__1.E	1.A:1.B	foldseek	22		sucos_shape_pocket_qcov	
4138d__1__1.B__1.X	4138d__1__1.X	8qs0__1__1.B__1.F	8qs0__1__1.F	1.B:1.B	foldseek	64		sucos_shape_pocket_qcov	
1147b__1__1.A_1.B__1.X	1147b__1__1.X	5nji__1__1.A__1.B	5nji__1__1.B	1.B:1.A	foldseek	24		sucos_shape_pocket_qcov	
2063b__1__1.A_1.B__1.X	2063b__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.B:1.A	mmseqs	28		sucos_shape_pocket_qcov	
1985c__1__1.A_1.B__1.X	1985c__1__1.X	1pn4__1__1.A__1.E_1.F	1pn4__1__1.E	1.A:1.A	foldseek	14		sucos_shape_pocket_qcov	
1905a__1__1.A__1.X	1905a__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.A:1.A	mmseqs	48		sucos_shape_pocket_qcov	
1809b__1__1.B__1.X	1809b__1__1.X	6x7p__1__1.A_2.A__1.B_1.C_1.D	6x7p__1__1.B	1.B:1.A	foldseek	37		sucos_shape_pocket_qcov	
1537a__1__1.A__1.X	1537a__1__1.X	6x7p__1__1.A_2.A__1.B_1.C_1.D	6x7p__1__1.B	1.A:1.A	foldseek	34		sucos_shape_pocket_qcov	
4048a__1__1.B__1.X	4048a__1__1.X	8qs0__1__1.B__1.F	8qs0__1__1.F	1.B:1.B	foldseek	65		sucos_shape_pocket_qcov	
1684a__1__1.A__1.X	1684a__1__1.X	8p8k__1__1.B__1.D	8p8k__1__1.D	1.A:1.B	foldseek	42		sucos_shape_pocket_qcov	
4014a__1__1.B__1.X	4014a__1__1.X	8qs0__2__1.C__1.G	8qs0__2__1.G	1.B:1.C	foldseek	44		sucos_shape_pocket_qcov	
4078b__1__1.A__1.X	4078b__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.A:1.A	foldseek	59		sucos_shape_pocket_qcov	
1425b__1__1.B__1.X	1425b__1__1.X	4rlt__1__1.A_1.B__1.C	4rlt__1__1.C	1.B:1.A	foldseek	38		sucos_shape_pocket_qcov	
1524b__1__1.B__1.X	1524b__1__1.X	9hly__1__1.B__1.F	9hly__1__1.F	1.B:1.B	foldseek	54		sucos_shape_pocket_qcov	
1290b__1__1.B__1.X	1290b__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.B:1.A	foldseek	47		sucos_shape_pocket_qcov	
1747a__1__1.A__1.X	1747a__1__1.X	9gs1__1__1.A__1.C	9gs1__1__1.C	1.A:1.A	mmseqs	70		sucos_shape_pocket_qcov	
1540a__1__1.A__1.X	1540a__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.A:1.A	foldseek	53		sucos_shape_pocket_qcov	
1985h__1__1.B__1.X	1985h__1__1.X	3b7k__1__1.C__1.F	3b7k__1__1.F	1.B:1.C	foldseek	30		sucos_shape_pocket_qcov	
4120a__1__1.B__1.X	4120a__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.B:1.A	foldseek	48		sucos_shape_pocket_qcov	
4223e__1__1.B__1.X	4223e__1__1.X	4zv3__1__1.B__1.E	4zv3__1__1.E	1.B:1.B	foldseek	48		sucos_shape_pocket_qcov	
1791a__1__1.A__1.X	1791a__1__1.X	6vfy__1__1.A__1.D	6vfy__1__1.D	1.A:1.A	foldseek	39		sucos_shape_pocket_qcov	
4058b__1__1.B__1.X	4058b__1__1.X	9grr__1__1.A__1.B	9grr__1__1.B	1.B:1.A	foldseek	54		sucos_shape_pocket_qcov	
4138c__1__1.B__1.X	4138c__1__1.X	6x7p__1__1.A_2.A__1.B_1.C_1.D	6x7p__1__1.C	1.B:1.A	foldseek	37		sucos_shape_pocket_qcov	
1985d__1__1.A_1.B__1.X	1985d__1__1.X	1pn4__1__1.A__1.E_1.F	1pn4__1__1.E	1.B:1.A	foldseek	14		sucos_shape_pocket_qcov	
1996a__1__1.A__1.X	1996a__1__1.X	4rlt__1__1.A_1.B__1.C	4rlt__1__1.C	1.A:1.A	foldseek	25		sucos_shape_pocket_qcov	
1809a__1__1.A__1.X	1809a__1__1.X	6x7p__1__1.A_2.A__1.B_1.C_1.D	6x7p__1__1.B	1.A:1.A	foldseek	36		sucos_shape_pocket_qcov	
1841c__1__1.B__1.X	1841c__1__1.X	9hmt__1__1.A__1.B	9hmt__1__1.B	1.B:1.A	foldseek	65		sucos_shape_pocket_qcov	
1524a__1__1.A__1.X	1524a__1__1.X	9hly__1__1.B__1.F	9hly__1__1.F	1.A:1.B	foldseek	54		sucos_shape_pocket_qcov	
1539a__1__1.A__1.X	1539a__1__1.X	4zv3__1__1.B__1.E	4zv3__1__1.E	1.A:1.B	foldseek	57		sucos_shape_pocket_qcov	
1968a__1__1.A__1.X	1968a__1__1.X	3b7k__1__1.A__1.D	3b7k__1__1.D	1.A:1.A	foldseek	42		sucos_shape_pocket_qcov	
4216b__1__1.B__1.X	4216b__1__1.X	8qs0__2__1.C__1.G	8qs0__2__1.G	1.B:1.C	foldseek	65		sucos_shape_pocket_qcov	
1317d__1__1.B__1.X	1317d__1__1.X	9gs1__1__1.A__1.C	9gs1__1__1.C	1.B:1.A	foldseek	37		sucos_shape_pocket_qcov	
2035a__1__1.A__1.X	2035a__1__1.X	8p8k__1__1.B__1.D	8p8k__1__1.D	1.A:1.B	foldseek	54		sucos_shape_pocket_qcov	
1647b__1__1.A__1.X	1647b__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.A:1.A	foldseek	24		sucos_shape_pocket_qcov	
4176b__1__1.B__1.X	4176b__1__1.X	9gs1__1__1.A__1.C	9gs1__1__1.C	1.B:1.A	foldseek	31		sucos_shape_pocket_qcov	
1290d__1__1.A_1.B__1.X	1290d__1__1.X	5nji__1__1.A__1.B	5nji__1__1.B	1.B:1.A	foldseek	24		sucos_shape_pocket_qcov	
4070b__1__1.B__1.X	4070b__1__1.X	8qs0__2__1.D__1.H	8qs0__2__1.H	1.B:1.D	foldseek	52		sucos_shape_pocket_qcov	
1277b__1__1.B__1.X	1277b__1__1.X	8qs0__1__1.A__1.E	8qs0__1__1.E	1.B:1.A	foldseek	48		sucos_shape_pocket_qcov	
2004a__1__1.A__1.X	2004a__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.A:1.A	foldseek	57		sucos_shape_pocket_qcov	
1647a__1__1.A__1.X	1647a__1__1.X	9hly__1__1.B__1.F	9hly__1__1.F	1.A:1.B	foldseek	45		sucos_shape_pocket_qcov	
1891b__1__1.B__1.X	1891b__1__1.X	4zv3__1__1.B__1.E	4zv3__1__1.E	1.B:1.B	foldseek	51		sucos_shape_pocket_qcov	
1231e__1__1.A_1.B__1.X	1231e__1__1.X	5nji__1__1.A__1.B	5nji__1__1.B	1.B:1.A	foldseek	13		sucos_shape_pocket_qcov	
1614a__1__1.A__1.X	1614a__1__1.X	4zv3__1__1.C__1.F	4zv3__1__1.F	1.A:1.C	foldseek	47		sucos_shape_pocket_qcov	
1905b__1__1.B__1.X	1905b__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.B:1.A	foldseek	46		sucos_shape_pocket_qcov	
1708b__1__1.B__1.X	1708b__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.B:1.A	mmseqs	53		sucos_shape_pocket_qcov	
1996b__1__1.B__1.X	1996b__1__1.X	4rlt__1__1.A_1.B__1.C	4rlt__1__1.C	1.B:1.A	foldseek	33		sucos_shape_pocket_qcov	
1541a__1__1.A__1.X	1541a__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.A:1.A	foldseek	50		sucos_shape_pocket_qcov	
1176b__1__1.B__1.X	1176b__1__1.X	9hmt__1__1.A__1.B	9hmt__1__1.B	1.B:1.A	foldseek	47		sucos_shape_pocket_qcov	
2006b__1__1.B__1.X	2006b__1__1.X	4zv3__1__1.B__1.E	4zv3__1__1.E	1.B:1.B	foldseek	44		sucos_shape_pocket_qcov	
4048b__1__1.B__1.X	4048b__1__1.X	8qs0__1__1.B__1.F	8qs0__1__1.F	1.B:1.B	foldseek	64		sucos_shape_pocket_qcov	
1228b__1__1.A_1.B__1.X	1228b__1__1.X	5hmc__1__1.A_2.A__1.B	5hmc__1__1.B	1.B:2.A;1.A:1.A	foldseek	24		sucos_shape_pocket_qcov	
1545a__1__1.A__1.X	1545a__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.A:1.A	foldseek	27		sucos_shape_pocket_qcov	
1866b__1__1.B__1.X	1866b__1__1.X	4rlt__1__1.A_1.B__1.C	4rlt__1__1.C	1.B:1.A	foldseek	37		sucos_shape_pocket_qcov	
1959a__1__1.A__1.X	1959a__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.A:1.A	foldseek	55		sucos_shape_pocket_qcov	
1444a__1__1.A__1.X	1444a__1__1.X	9hly__1__1.B__1.F	9hly__1__1.F	1.A:1.B	foldseek	51		sucos_shape_pocket_qcov	
4155a__1__1.A__1.X	4155a__1__1.X	4hzp__1__1.A_2.A__1.B_1.C	4hzp__1__1.B	1.A:1.A	foldseek	36		sucos_shape_pocket_qcov	
1891a__1__1.A__1.X	1891a__1__1.X	4zv3__1__1.C__1.F	4zv3__1__1.F	1.A:1.C	foldseek	50		sucos_shape_pocket_qcov	
1747c__1__1.B__1.X	1747c__1__1.X	4rlt__1__1.A_1.B__1.C	4rlt__1__1.C	1.B:1.A	foldseek	35		sucos_shape_pocket_qcov	
1539b__1__1.B__1.X	1539b__1__1.X	6vfy__1__1.B__1.E	6vfy__1__1.E	1.B:1.B	foldseek	52		sucos_shape_pocket_qcov	
1910c__1__1.B__1.X	1910c__1__1.X	6vfy__1__1.C__1.F	6vfy__1__1.F	1.B:1.C	foldseek	56		sucos_shape_pocket_qcov	
1351b__1__1.B__1.X	1351b__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.B:1.A	mmseqs	55		sucos_shape_pocket_qcov	
1358a__1__1.A__1.X	1358a__1__1.X	8p8k__1__1.B__1.D	8p8k__1__1.D	1.A:1.B	foldseek	58		sucos_shape_pocket_qcov	
1285c__1__1.B__1.X	1285c__1__1.X	4rlw__1__1.A_1.B__1.C	4rlw__1__1.C	1.B:1.A	foldseek	45		sucos_shape_pocket_qcov	
1647d__1__1.B__1.X	1647d__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.B:1.A	foldseek	59		sucos_shape_pocket_qcov	
2006a__1__1.A__1.X	2006a__1__1.X	4zv3__1__1.C__1.F	4zv3__1__1.F	1.A:1.C	foldseek	44		sucos_shape_pocket_qcov	
4075a__1__1.A_1.B__1.X	4075a__1__1.X	9hly__1__1.B__1.F	9hly__1__1.F	1.B:1.B	foldseek	35		sucos_shape_pocket_qcov	
1647c__1__1.A__1.X	1647c__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.A:1.A	foldseek	63		sucos_shape_pocket_qcov	
1959c__1__1.B__1.X	1959c__1__1.X	9hly__1__1.B__1.F	9hly__1__1.F	1.B:1.B	foldseek	60		sucos_shape_pocket_qcov	
4083a__1__1.B__1.X	4083a__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.B:1.A	foldseek	58		sucos_shape_pocket_qcov	
4198b__1__1.A__1.X	4198b__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
1952b__1__1.B__1.X	1952b__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.B:1.A	foldseek	54		sucos_shape_pocket_qcov	
1614b__1__1.B__1.X	1614b__1__1.X	6vfy__1__1.C__1.F	6vfy__1__1.F	1.B:1.C	foldseek	49		sucos_shape_pocket_qcov	
4108a__1__1.A__1.X	4108a__1__1.X	4mob__1__1.A__1.B	4mob__1__1.B	1.A:1.A	foldseek	39		sucos_shape_pocket_qcov	
4120d__1__1.B__1.X	4120d__1__1.X	1pn4__1__1.B__1.G_1.H_1.J	1pn4__1__1.G	1.B:1.B	foldseek	38		sucos_shape_pocket_qcov	
1285d__1__1.B__1.X	1285d__1__1.X	8p8k__1__1.B__1.D	8p8k__1__1.D	1.B:1.B	foldseek	53		sucos_shape_pocket_qcov	
2062a__1__1.A__1.X	2062a__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.A:1.A	foldseek	76		sucos_shape_pocket_qcov	
1142a__1__1.A_1.B__1.X	1142a__1__1.X	5tz6__1__1.A__1.C	5tz6__1__1.C	1.A:1.A	foldseek	31		sucos_shape_pocket_qcov	
1762b__1__1.B__1.X	1762b__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.B:1.A	foldseek	84		sucos_shape_pocket_qcov	
4170a__1__1.B__1.X	4170a__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.B:1.A	foldseek	23		sucos_shape_pocket_qcov	
1966b__1__1.B__1.X	1966b__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.B:1.A	mmseqs	57		sucos_shape_pocket_qcov	
1209a__1__1.A_1.B__1.X	1209a__1__1.X	5nji__1__1.A__1.B	5nji__1__1.B	1.A:1.A	foldseek	29		sucos_shape_pocket_qcov	
1437a__1__1.A__1.X	1437a__1__1.X	9hly__1__1.B__1.F	9hly__1__1.F	1.A:1.B	foldseek	49		sucos_shape_pocket_qcov	
1910d__1__1.B__1.X	1910d__1__1.X	4rlw__1__1.A_1.B__1.C	4rlw__1__1.C	1.B:1.A	foldseek	29		sucos_shape_pocket_qcov	
2099a__1__1.A__1.X	2099a__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.A:1.A	foldseek	53		sucos_shape_pocket_qcov	
4048c__1__1.A__1.X	4048c__1__1.X	8qs0__1__1.B__1.F	8qs0__1__1.F	1.A:1.B	foldseek	64		sucos_shape_pocket_qcov	
1959d__1__1.B__1.X	1959d__1__1.X	4zv3__1__1.B__1.E	4zv3__1__1.E	1.B:1.B	foldseek	53		sucos_shape_pocket_qcov	
1425a__1__1.A__1.X	1425a__1__1.X	9hly__1__1.A__1.C	9hly__1__1.C	1.A:1.A	foldseek	26		sucos_shape_pocket_qcov	
1540b__1__1.B__1.X	1540b__1__1.X	8p8k__1__1.A__1.C	8p8k__1__1.C	1.B:1.A	foldseek	52		sucos_shape_pocket_qcov	
1747d__1__1.B__1.X	1747d__1__1.X	9gs1__1__1.A__1.C	9gs1__1__1.C	1.B:1.A	mmseqs	70		sucos_shape_pocket_qcov	
1176a__1__1.A__1.X	1176a__1__1.X	9hmt__1__1.A__1.B	9hmt__1__1.B	1.A:1.A	foldseek	47		sucos_shape_pocket_qcov	
1647e__1__1.B__1.X	1647e__1__1.X	9gs1__1__1.A__1.C	9gs1__1__1.C	1.B:1.A	foldseek	43		sucos_shape_pocket_qcov	
1968d__1__1.B__1.X	1968d__1__1.X	8qrt__2__1.C__1.G	8qrt__2__1.G	1.B:1.C	foldseek	73		sucos_shape_pocket_qcov	
4076a__1__1.A__1.X	4076a__1__1.X	4rlt__1__1.A_1.B__1.C	4rlt__1__1.C	1.A:1.A	foldseek	37		sucos_shape_pocket_qcov	
1497a__1__1.A__1.X	1497a__1__1.X	9gs1__1__1.A__1.C	9gs1__1__1.C	1.A:1.A	foldseek	57		sucos_shape_pocket_qcov	
1794b__1__1.B__1.X	1794b__1__1.X	8qs0__2__1.C__1.G	8qs0__2__1.G	1.B:1.C	foldseek	45		sucos_shape_pocket_qcov	
1163d__1__1.A_1.B__1.X	1163d__1__1.X	5nji__1__1.A__1.B	5nji__1__1.B	1.B:1.A	foldseek	29		sucos_shape_pocket_qcov	
4108b__1__1.B__1.X	4108b__1__1.X	4moc__1__1.A__1.B	4moc__1__1.B	1.B:1.A	foldseek	38		sucos_shape_pocket_qcov	
1353b__1__1.A_1.B__1.X	1353b__1__1.X	5hmc__1__1.A_2.A__1.B	5hmc__1__1.B	1.B:2.A;1.A:1.A	foldseek	27		sucos_shape_pocket_qcov	
1211b__1__1.A_1.B__1.X	1211b__1__1.X	5hmc__1__1.A_2.A__1.B	5hmc__1__1.B	1.B:2.A;1.A:1.A	foldseek	25		sucos_shape_pocket_qcov	
