query_system	query_ligand_id	target_system	target_ligand_id	protein_mapping	protein_mapper	similarity	source	metric	mapping
zikv-rdrp-x1528a__1__1.A__1.X	zikv-rdrp-x1528a__1__1.X	4tlr__1__1.A__1.B	4tlr__1__1.B	1.A:1.A	foldseek	15		sucos_shape_pocket_qcov	
denv2-rdrp-x1628b__1__1.A__1.X	denv2-rdrp-x1628b__1__1.X	2e9z__1__1.C__1.A_1.B_1.D_1.E_1.F_1.G	2e9z__1__1.A	1.A:1.C	foldseek	36		sucos_shape_pocket_qcov	
zikv-rdrp-x0351a__1__1.A__1.X	zikv-rdrp-x0351a__1__1.X	4e7a__1__1.C__1.A_1.B	4e7a__1__1.A	1.A:1.C	foldseek	38		sucos_shape_pocket_qcov	
denv2-rdrp-o1454b__1__1.A__1.X	denv2-rdrp-o1454b__1__1.X	4e7a__1__1.C__1.A_1.B	4e7a__1__1.A	1.A:1.C	foldseek	35		sucos_shape_pocket_qcov	
denv2-rdrp-x0283a__1__1.A__1.X	denv2-rdrp-x0283a__1__1.X	5hmw__1__1.A__1.E	5hmw__1__1.E	1.A:1.A	foldseek	60		sucos_shape_pocket_qcov	
denv2-rdrp-x0566a__1__1.A__1.X	denv2-rdrp-x0566a__1__1.X	5hmw__1__1.A__1.E	5hmw__1__1.E	1.A:1.A	foldseek	49		sucos_shape_pocket_qcov	
zikv-rdrp-x0581a__1__1.A__1.X	zikv-rdrp-x0581a__1__1.X	3vws__1__1.A__1.D_1.E	3vws__1__1.D	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
zikv-rdrp-x1041a__1__1.A__1.X	zikv-rdrp-x1041a__1__1.X	4e7a__1__1.C__1.A_1.B	4e7a__1__1.A	1.A:1.C	foldseek	49		sucos_shape_pocket_qcov	
denv2-rdrp-x0472a__1__1.A__1.X	denv2-rdrp-x0472a__1__1.X	5hn0__1__1.A__1.D	5hn0__1__1.D	1.A:1.A	foldseek	68		sucos_shape_pocket_qcov	
zikv-rdrp-x0999a__1__1.A__1.X	zikv-rdrp-x0999a__1__1.X	6xd0__1__1.A__1.I	6xd0__1__1.I	1.A:1.A	foldseek	5		sucos_shape_pocket_qcov	
zikv-rdrp-x5317a__1__1.A__1.X	zikv-rdrp-x5317a__1__1.X	6xd0__1__1.A__1.I	6xd0__1__1.I	1.A:1.A	foldseek	35		sucos_shape_pocket_qcov	
zikv-rdrp-x0927b__1__1.A__1.X	zikv-rdrp-x0927b__1__1.X	5czb__1__1.A__1.C	5czb__1__1.C	1.A:1.A	foldseek	33		sucos_shape_pocket_qcov	
denv2-rdrp-x1037a__1__1.A__1.X	denv2-rdrp-x1037a__1__1.X	6izx__1__1.A__1.N	6izx__1__1.N	1.A:1.A	foldseek	41		sucos_shape_pocket_qcov	
denv2-rdrp-o1454a__1__1.A__1.X	denv2-rdrp-o1454a__1__1.X	5i3p__1__1.A__1.D	5i3p__1__1.D	1.A:1.A	foldseek	34		sucos_shape_pocket_qcov	
zikv-rdrp-x0892e__1__1.A__1.X	zikv-rdrp-x0892e__1__1.X	2e9r__1__1.C__1.A_1.B_1.E	2e9r__1__1.A	1.A:1.C	foldseek	4		sucos_shape_pocket_qcov	
denv2-rdrp-x1365a__1__1.A__1.X	denv2-rdrp-x1365a__1__1.X	5i3p__1__1.A__1.D	5i3p__1__1.D	1.A:1.A	foldseek	38		sucos_shape_pocket_qcov	
zikv-rdrp-x0903d__1__1.A__1.X	zikv-rdrp-x0903d__1__1.X	4nru__5__1.E__1.P	4nru__5__1.P	1.A:1.E	foldseek	14		sucos_shape_pocket_qcov	
denv2-rdrp-x0693a__1__1.A__1.X	denv2-rdrp-x0693a__1__1.X	5hmw__1__1.A__1.E	5hmw__1__1.E	1.A:1.A	foldseek	28		sucos_shape_pocket_qcov	
6xd0-a__1__1.A__1.X	6xd0-a__1__1.X	6xd0__1__1.A__1.I	6xd0__1__1.I	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
zikv-rdrp-x0283a__1__1.A__1.X	zikv-rdrp-x0283a__1__1.X	1nb7__1__1.C__1.A	1nb7__1__1.A	1.A:1.C	foldseek	21		sucos_shape_pocket_qcov	
denv2-rdrp-x0503a__1__1.A__1.X	denv2-rdrp-x0503a__1__1.X	5hmw__1__1.A__1.E	5hmw__1__1.E	1.A:1.A	foldseek	33		sucos_shape_pocket_qcov	
zikv-rdrp-x0521a__1__1.A__1.X	zikv-rdrp-x0521a__1__1.X	5uj2__1__1.C__1.A_1.B_1.D_1.E_1.F	5uj2__1__1.A	1.A:1.C	foldseek	45		sucos_shape_pocket_qcov	
denv2-rdrp-x0172a__1__1.A__1.X	denv2-rdrp-x0172a__1__1.X	4a8q__3__1.C__1.F	4a8q__3__1.F	1.A:1.C	foldseek	42		sucos_shape_pocket_qcov	
zikv-rdrp-x1015a__1__1.A__1.X	zikv-rdrp-x1015a__1__1.X	3kna__1__1.A__1.B_1.C	3kna__1__1.B	1.A:1.A	foldseek	18		sucos_shape_pocket_qcov	
5f41-a__1__1.A__1.X	5f41-a__1__1.X	5f41__1__1.A__1.D	5f41__1__1.D	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
zikv-rdrp-x0858b__1__1.A__1.X	zikv-rdrp-x0858b__1__1.X	1nb7__2__1.D__1.B	1nb7__2__1.B	1.A:1.D	foldseek	22		sucos_shape_pocket_qcov	
zikv-rdrp-o0085b__1__1.A__1.X	zikv-rdrp-o0085b__1__1.X	4wtd__1__1.C__1.A_1.B_1.D_1.E_1.F	4wtd__1__1.A	1.A:1.C	foldseek	43		sucos_shape_pocket_qcov	
denv2-rdrp-o0617a__1__1.A__1.X	denv2-rdrp-o0617a__1__1.X	6izx__1__1.A__1.M	6izx__1__1.M	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
denv2-rdrp-x2332a__1__1.A__1.X	denv2-rdrp-x2332a__1__1.X	5jjs__1__1.A__1.E	5jjs__1__1.E	1.A:1.A	foldseek	38		sucos_shape_pocket_qcov	
denv2-rdrp-x0615b__1__1.A__1.X	denv2-rdrp-x0615b__1__1.X	5hmw__1__1.A__1.E	5hmw__1__1.E	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
5hmx-a__1__1.A__1.X	5hmx-a__1__1.X	5hmx__1__1.A__1.E	5hmx__1__1.E	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
zikv-rdrp-x0875b__1__1.A__1.X	zikv-rdrp-x0875b__1__1.X	3bso__1__1.A__1.B_1.C_1.F_1.G_1.I_1.J_1.K	3bso__1__1.C	1.A:1.A	foldseek	7		sucos_shape_pocket_qcov	
denv2-rdrp-x0258a__1__1.A__1.X	denv2-rdrp-x0258a__1__1.X	5hmw__1__1.A__1.E	5hmw__1__1.E	1.A:1.A	foldseek	50		sucos_shape_pocket_qcov	
zikv-rdrp-o0085a__1__1.A__1.X	zikv-rdrp-o0085a__1__1.X	4wtd__1__1.C__1.A_1.B_1.D_1.E_1.F	4wtd__1__1.A	1.A:1.C	foldseek	43		sucos_shape_pocket_qcov	
zikv-rdrp-x0307b__1__1.A__1.X	zikv-rdrp-x0307b__1__1.X	4j04__1__1.A__1.D	4j04__1__1.D	1.A:1.A	foldseek	5		sucos_shape_pocket_qcov	
denv2-rdrp-x0210a__1__1.A__1.X	denv2-rdrp-x0210a__1__1.X	4jty__1__1.A__1.D	4jty__1__1.D	1.A:1.A	foldseek	36		sucos_shape_pocket_qcov	
zikv-rdrp-x5164a__1__1.A__1.X	zikv-rdrp-x5164a__1__1.X	3vws__1__1.A__1.D_1.E	3vws__1__1.D	1.A:1.A	foldseek	45		sucos_shape_pocket_qcov	
zikv-rdrp-x5220c__1__1.A__1.X	zikv-rdrp-x5220c__1__1.X	7ctt__1__1.A_1.E_1.F__1.I_1.J	7ctt__1__1.J	1.A:1.A	foldseek	14		sucos_shape_pocket_qcov	
denv2-rdrp-x0771a__1__1.A__1.X	denv2-rdrp-x0771a__1__1.X	5hmw__1__1.A__1.E	5hmw__1__1.E	1.A:1.A	foldseek	53		sucos_shape_pocket_qcov	
denv2-rdrp-o0239b__1__1.A__1.X	denv2-rdrp-o0239b__1__1.X	5hmx__1__1.A__1.E	5hmx__1__1.E	1.A:1.A	mmseqs	57		sucos_shape_pocket_qcov	
zikv-rdrp-x0103a__1__1.A__1.X	zikv-rdrp-x0103a__1__1.X	4hdg__2__1.B__1.F	4hdg__2__1.F	1.A:1.B	foldseek	58		sucos_shape_pocket_qcov	
zikv-rdrp-x5544a__1__1.A__1.X	zikv-rdrp-x5544a__1__1.X	6xd0__1__1.A__1.I	6xd0__1__1.I	1.A:1.A	foldseek	5		sucos_shape_pocket_qcov	
denv2-rdrp-x0789a__1__1.A__1.X	denv2-rdrp-x0789a__1__1.X	4jvq__1__1.A__1.D	4jvq__1__1.D	1.A:1.A	foldseek	14		sucos_shape_pocket_qcov	
zikv-rdrp-x0200a__1__1.A__1.X	zikv-rdrp-x0200a__1__1.X	6xd0__1__1.A__1.I	6xd0__1__1.I	1.A:1.A	foldseek	42		sucos_shape_pocket_qcov	
denv2-rdrp-x0153c__1__1.A__1.X	denv2-rdrp-x0153c__1__1.X	5hmw__1__1.A__1.E	5hmw__1__1.E	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
zikv-rdrp-x0898a__1__1.A__1.X	zikv-rdrp-x0898a__1__1.X	4jy0__2__1.B__1.D	4jy0__2__1.D	1.A:1.B	foldseek	23		sucos_shape_pocket_qcov	
denv2-rdrp-x0153a__1__1.A__1.X	denv2-rdrp-x0153a__1__1.X	5hmw__1__1.A__1.E	5hmw__1__1.E	1.A:1.A	foldseek	49		sucos_shape_pocket_qcov	
denv2-rdrp-x1628a__1__1.A__1.X	denv2-rdrp-x1628a__1__1.X	2e9z__1__1.C__1.A_1.B_1.D_1.E_1.F_1.G	2e9z__1__1.A	1.A:1.C	foldseek	42		sucos_shape_pocket_qcov	
zikv-rdrp-x0936a__1__1.A__1.X	zikv-rdrp-x0936a__1__1.X	3vws__1__1.A__1.D_1.E	3vws__1__1.D	1.A:1.A	foldseek	43		sucos_shape_pocket_qcov	
zikv-rdrp-x0625d__1__1.A__1.X	zikv-rdrp-x0625d__1__1.X	3ur0__3__1.C__1.I_1.J_1.M	3ur0__3__1.J	1.A:1.C	foldseek	12		sucos_shape_pocket_qcov	
denv2-rdrp-x0866a__1__1.A__1.X	denv2-rdrp-x0866a__1__1.X	3qgf__2__1.B__1.L	3qgf__2__1.L	1.A:1.B	foldseek	41		sucos_shape_pocket_qcov	
zikv-rdrp-x1070b__1__1.A__1.X	zikv-rdrp-x1070b__1__1.X	6xd1__1__1.A__1.D	6xd1__1__1.D	1.A:1.A	foldseek	18		sucos_shape_pocket_qcov	
zikv-rdrp-x0041b__1__1.A__1.X	zikv-rdrp-x0041b__1__1.X	6xd0__1__1.A__1.I	6xd0__1__1.I	1.A:1.A	foldseek	8		sucos_shape_pocket_qcov	
zikv-rdrp-x0187a__1__1.A__1.X	zikv-rdrp-x0187a__1__1.X	4wtk__1__1.C__1.A_1.B_1.D_1.E_1.H	4wtk__1__1.A	1.A:1.C	foldseek	24		sucos_shape_pocket_qcov	
denv2-rdrp-o0244a__1__1.A__1.X	denv2-rdrp-o0244a__1__1.X	4ty8__2__1.B__1.F	4ty8__2__1.F	1.A:1.B	foldseek	47		sucos_shape_pocket_qcov	
zikv-rdrp-x2156a__1__1.A__1.X	zikv-rdrp-x2156a__1__1.X	5jjs__1__1.A__1.E	5jjs__1__1.E	1.A:1.A	foldseek	68		sucos_shape_pocket_qcov	
denv2-rdrp-o0549a__1__1.A__1.X	denv2-rdrp-o0549a__1__1.X	3qgd__2__1.B__1.G	3qgd__2__1.G	1.A:1.B	foldseek	48		sucos_shape_pocket_qcov	
denv2-rdrp-x0428a__1__1.A__1.X	denv2-rdrp-x0428a__1__1.X	5cyr__1__1.A__1.C	5cyr__1__1.C	1.A:1.A	foldseek	24		sucos_shape_pocket_qcov	
zikv-rdrp-x0625a__1__1.A__1.X	zikv-rdrp-x0625a__1__1.X	7d4f__1__1.D__1.G	7d4f__1__1.G	1.A:1.D	foldseek	47		sucos_shape_pocket_qcov	
denv2-rdrp-x0378a__1__1.A__1.X	denv2-rdrp-x0378a__1__1.X	4wtc__1__1.C__1.A_1.B_1.D_1.E_1.H	4wtc__1__1.A	1.A:1.C	foldseek	38		sucos_shape_pocket_qcov	
denv2-rdrp-x0279a__1__1.A__1.X	denv2-rdrp-x0279a__1__1.X	5hmw__1__1.A__1.E	5hmw__1__1.E	1.A:1.A	foldseek	45		sucos_shape_pocket_qcov	
denv2-rdrp-x0288a__1__1.A__1.X	denv2-rdrp-x0288a__1__1.X	4nru__5__1.E__1.P	4nru__5__1.P	1.A:1.E	foldseek	11		sucos_shape_pocket_qcov	
zikv-rdrp-x5555a__1__1.A__1.X	zikv-rdrp-x5555a__1__1.X	4e7a__1__1.C__1.A_1.B	4e7a__1__1.A	1.A:1.C	foldseek	40		sucos_shape_pocket_qcov	
denv2-rdrp-o1235a__1__1.A__1.X	denv2-rdrp-o1235a__1__1.X	3vqs__4__1.D__1.J	3vqs__4__1.J	1.A:1.D	foldseek	44		sucos_shape_pocket_qcov	
zikv-rdrp-x0165a__1__1.A__1.X	zikv-rdrp-x0165a__1__1.X	4e7a__1__1.C__1.A_1.B	4e7a__1__1.A	1.A:1.C	foldseek	43		sucos_shape_pocket_qcov	
zikv-rdrp-x0481a__1__1.A__1.X	zikv-rdrp-x0481a__1__1.X	4x2b__1__1.A__1.B_1.C	4x2b__1__1.B	1.A:1.A	foldseek	23		sucos_shape_pocket_qcov	
zikv-rdrp-x0892c__1__1.A__1.X	zikv-rdrp-x0892c__1__1.X	1nb6__2__1.B__1.F_1.G_1.H	1nb6__2__1.H	1.A:1.B	foldseek	7		sucos_shape_pocket_qcov	
denv2-rdrp-x0250a__1__1.A__1.X	denv2-rdrp-x0250a__1__1.X	3phe__1__1.A__1.E	3phe__1__1.E	1.A:1.A	foldseek	58		sucos_shape_pocket_qcov	
zikv-rdrp-x0186a__1__1.A__1.X	zikv-rdrp-x0186a__1__1.X	3ske__2__1.B__1.E	3ske__2__1.E	1.A:1.B	foldseek	16		sucos_shape_pocket_qcov	
zikv-rdrp-x5713a__1__1.A__1.X	zikv-rdrp-x5713a__1__1.X	3vws__1__1.A__1.D_1.E	3vws__1__1.D	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
zikv-rdrp-x0736b__1__1.A__1.X	zikv-rdrp-x0736b__1__1.X	6xd0__1__1.A__1.I	6xd0__1__1.I	1.A:1.A	foldseek	16		sucos_shape_pocket_qcov	
denv2-rdrp-x0379a__1__1.A__1.X	denv2-rdrp-x0379a__1__1.X	5hmw__1__1.A__1.E	5hmw__1__1.E	1.A:1.A	foldseek	40		sucos_shape_pocket_qcov	
5i3p-a__1__1.A__1.X	5i3p-a__1__1.X	5i3p__1__1.A__1.D	5i3p__1__1.D	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
denv2-rdrp-x0414a__1__1.A__1.X	denv2-rdrp-x0414a__1__1.X	5hmw__1__1.A__1.E	5hmw__1__1.E	1.A:1.A	foldseek	53		sucos_shape_pocket_qcov	
zikv-rdrp-x0922a__1__1.A__1.X	zikv-rdrp-x0922a__1__1.X	4wti__1__1.C__1.A_1.B_1.D_1.E_1.H	4wti__1__1.A	1.A:1.C	foldseek	40		sucos_shape_pocket_qcov	
denv2-rdrp-x0160c__1__1.A__1.X	denv2-rdrp-x0160c__1__1.X	6ar3__1__1.A_1.C__1.B_1.G_1.H	6ar3__1__1.B	1.A:1.A	foldseek	38		sucos_shape_pocket_qcov	
zikv-rdrp-x1623a__1__1.A__1.X	zikv-rdrp-x1623a__1__1.X	4e7a__1__1.C__1.A_1.B	4e7a__1__1.A	1.A:1.C	foldseek	37		sucos_shape_pocket_qcov	
zikv-rdrp-x0193a__1__1.A__1.X	zikv-rdrp-x0193a__1__1.X	3phe__1__1.A__1.E	3phe__1__1.E	1.A:1.A	foldseek	34		sucos_shape_pocket_qcov	
zikv-rdrp-x0266a__1__1.A__1.X	zikv-rdrp-x0266a__1__1.X	4ju3__1__1.A__1.C	4ju3__1__1.C	1.A:1.A	foldseek	45		sucos_shape_pocket_qcov	
zikv-rdrp-x0625c__1__1.A__1.X	zikv-rdrp-x0625c__1__1.X	6xd0__1__1.A__1.I	6xd0__1__1.I	1.A:1.A	foldseek	7		sucos_shape_pocket_qcov	
zikv-rdrp-x0736a__1__1.A__1.X	zikv-rdrp-x0736a__1__1.X	4hdg__2__1.B__1.F	4hdg__2__1.F	1.A:1.B	foldseek	41		sucos_shape_pocket_qcov	
zikv-rdrp-x0264b__1__1.A__1.X	zikv-rdrp-x0264b__1__1.X	7ctt__1__1.A_1.E_1.F__1.I_1.J	7ctt__1__1.J	1.A:1.A	foldseek	5		sucos_shape_pocket_qcov	
denv2-rdrp-x0248a__1__1.A__1.X	denv2-rdrp-x0248a__1__1.X	5hmw__1__1.A__1.E	5hmw__1__1.E	1.A:1.A	foldseek	60		sucos_shape_pocket_qcov	
denv2-rdrp-x1094a__1__1.A__1.X	denv2-rdrp-x1094a__1__1.X	4a8m__3__1.D__1.K_1.L_1.M	4a8m__3__1.K	1.A:1.D	foldseek	55		sucos_shape_pocket_qcov	
zikv-rdrp-x5013b__1__1.A__1.X	zikv-rdrp-x5013b__1__1.X	5tsn__1__1.A__1.B_1.C_1.D_1.E	5tsn__1__1.B	1.A:1.A	foldseek	23		sucos_shape_pocket_qcov	
denv2-rdrp-x0174a__1__1.A__1.X	denv2-rdrp-x0174a__1__1.X	5hmw__1__1.A__1.E	5hmw__1__1.E	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
zikv-rdrp-x5220a__1__1.A__1.X	zikv-rdrp-x5220a__1__1.X	3vws__1__1.A__1.D_1.E	3vws__1__1.D	1.A:1.A	mmseqs	66		sucos_shape_pocket_qcov	
zikv-rdrp-x1430a__1__1.A__1.X	zikv-rdrp-x1430a__1__1.X	5hmy__1__1.A__1.D	5hmy__1__1.D	1.A:1.A	foldseek	33		sucos_shape_pocket_qcov	
zikv-rdrp-x0519a__1__1.A__1.X	zikv-rdrp-x0519a__1__1.X	3vws__1__1.A__1.D_1.E	3vws__1__1.D	1.A:1.A	foldseek	30		sucos_shape_pocket_qcov	
zikv-rdrp-x5013a__1__1.A__1.X	zikv-rdrp-x5013a__1__1.X	3vws__1__1.A__1.D_1.E	3vws__1__1.E	1.A:1.A	foldseek	29		sucos_shape_pocket_qcov	
denv2-rdrp-x0191a__1__1.A__1.X	denv2-rdrp-x0191a__1__1.X	3qgh__1__1.A__1.B	3qgh__1__1.B	1.A:1.A	foldseek	52		sucos_shape_pocket_qcov	
zikv-rdrp-x0903a__1__1.A__1.X	zikv-rdrp-x0903a__1__1.X	3vws__1__1.A__1.D_1.E	3vws__1__1.E	1.A:1.A	foldseek	37		sucos_shape_pocket_qcov	
zikv-rdrp-x1040a__1__1.A__1.X	zikv-rdrp-x1040a__1__1.X	3vws__1__1.A__1.D_1.E	3vws__1__1.D	1.A:1.A	foldseek	58		sucos_shape_pocket_qcov	
zikv-rdrp-x0968a__1__1.A__1.X	zikv-rdrp-x0968a__1__1.X	3ske__1__1.A__1.D	3ske__1__1.D	1.A:1.A	foldseek	22		sucos_shape_pocket_qcov	
zikv-rdrp-x0910a__1__1.A__1.X	zikv-rdrp-x0910a__1__1.X	3vws__1__1.A__1.D_1.E	3vws__1__1.D	1.A:1.A	foldseek	41		sucos_shape_pocket_qcov	
denv2-rdrp-o0430a__1__1.A__1.X	denv2-rdrp-o0430a__1__1.X	7d4f__1__1.D__1.G	7d4f__1__1.G	1.A:1.D	foldseek	46		sucos_shape_pocket_qcov	
denv2-rdrp-x0567a__1__1.A__1.X	denv2-rdrp-x0567a__1__1.X	5hmw__1__1.A__1.E	5hmw__1__1.E	1.A:1.A	foldseek	43		sucos_shape_pocket_qcov	
zikv-rdrp-x0486a__1__1.A__1.X	zikv-rdrp-x0486a__1__1.X	3nl0__1__1.A__1.B_1.C_1.D_1.E	3nl0__1__1.B	1.A:1.A	foldseek	16		sucos_shape_pocket_qcov	
denv2-rdrp-x0843a__1__1.A__1.X	denv2-rdrp-x0843a__1__1.X	5hmw__1__1.A__1.E	5hmw__1__1.E	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
5iq6-a__1__1.A__1.X	5iq6-a__1__1.X	5iq6__1__1.A__1.D	5iq6__1__1.D	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
3vws-b__1__1.A__1.X	3vws-b__1__1.X	3vws__1__1.A__1.D_1.E	3vws__1__1.E	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
zikv-rdrp-x1082a__1__1.A__1.X	zikv-rdrp-x1082a__1__1.X	4wtm__1__1.C__1.A_1.B_1.D_1.E_1.H	4wtm__1__1.A	1.A:1.C	foldseek	37		sucos_shape_pocket_qcov	
zikv-rdrp-x0481b__1__1.A__1.X	zikv-rdrp-x0481b__1__1.X	4jy0__2__1.B__1.D	4jy0__2__1.D	1.A:1.B	foldseek	21		sucos_shape_pocket_qcov	
denv2-rdrp-x1651a__1__1.A__1.X	denv2-rdrp-x1651a__1__1.X	7d4f__1__1.D__1.G	7d4f__1__1.G	1.A:1.D	foldseek	35		sucos_shape_pocket_qcov	
zikv-rdrp-x5910b__1__1.A__1.X	zikv-rdrp-x5910b__1__1.X	6xd0__1__1.A__1.I	6xd0__1__1.I	1.A:1.A	foldseek	6		sucos_shape_pocket_qcov	
denv2-rdrp-o0284a__1__1.A__1.X	denv2-rdrp-o0284a__1__1.X	7d4f__1__1.D__1.G	7d4f__1__1.G	1.A:1.D	foldseek	50		sucos_shape_pocket_qcov	
zikv-rdrp-x5220d__1__1.A__1.X	zikv-rdrp-x5220d__1__1.X	3u4r__2__1.B__1.D	3u4r__2__1.D	1.A:1.B	foldseek	18		sucos_shape_pocket_qcov	
zikv-rdrp-x0112a__1__1.A__1.X	zikv-rdrp-x0112a__1__1.X	6izx__1__1.A__1.N	6izx__1__1.N	1.A:1.A	foldseek	9		sucos_shape_pocket_qcov	
denv2-rdrp-x2366a__1__1.A__1.X	denv2-rdrp-x2366a__1__1.X	5jjs__1__1.A__1.E	5jjs__1__1.E	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
zikv-rdrp-x0415a__1__1.A__1.X	zikv-rdrp-x0415a__1__1.X	3bsn__1__1.A__1.B_1.C_1.F_1.G_1.I_1.J_1.K	3bsn__1__1.C	1.A:1.A	foldseek	5		sucos_shape_pocket_qcov	
denv2-rdrp-o0459a__1__1.A__1.X	denv2-rdrp-o0459a__1__1.X	1wne__1__1.C__1.A_1.B	1wne__1__1.A	1.A:1.C	foldseek	56		sucos_shape_pocket_qcov	
denv2-rdrp-x0741a__1__1.A__1.X	denv2-rdrp-x0741a__1__1.X	4y34__1__1.A__1.B	4y34__1__1.B	1.A:1.A	foldseek	49		sucos_shape_pocket_qcov	
5hmy-a__1__1.A__1.X	5hmy-a__1__1.X	5hmy__1__1.A__1.D	5hmy__1__1.D	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
zikv-rdrp-x0920b__1__1.A__1.X	zikv-rdrp-x0920b__1__1.X	6xd0__1__1.A__1.I	6xd0__1__1.I	1.A:1.A	foldseek	7		sucos_shape_pocket_qcov	
zikv-rdrp-o0319a__1__1.A__1.X	zikv-rdrp-o0319a__1__1.X	5k5m__1__1.A__1.D	5k5m__1__1.D	1.A:1.A	foldseek	36		sucos_shape_pocket_qcov	
zikv-rdrp-x0481c__1__1.A__1.X	zikv-rdrp-x0481c__1__1.X	4jju__2__1.B__1.H	4jju__2__1.H	1.A:1.B	foldseek	30		sucos_shape_pocket_qcov	
denv2-rdrp-x1355a__1__1.A__1.X	denv2-rdrp-x1355a__1__1.X	3qgf__2__1.B__1.L	3qgf__2__1.L	1.A:1.B	foldseek	50		sucos_shape_pocket_qcov	
denv2-rdrp-o0620a__1__1.A__1.X	denv2-rdrp-o0620a__1__1.X	3h5s__1__1.A__1.C	3h5s__1__1.C	1.A:1.A	foldseek	36		sucos_shape_pocket_qcov	
zikv-rdrp-x0875a__1__1.A__1.X	zikv-rdrp-x0875a__1__1.X	6ld4__1__1.A__1.D_1.E	6ld4__1__1.D	1.A:1.A	foldseek	54		sucos_shape_pocket_qcov	
zikv-rdrp-x0900b__1__1.A__1.X	zikv-rdrp-x0900b__1__1.X	3vws__1__1.A__1.D_1.E	3vws__1__1.E	1.A:1.A	foldseek	40		sucos_shape_pocket_qcov	
zikv-rdrp-x0221a__1__1.A__1.X	zikv-rdrp-x0221a__1__1.X	6xd0__1__1.A__1.I	6xd0__1__1.I	1.A:1.A	foldseek	43		sucos_shape_pocket_qcov	
zikv-rdrp-x0364a__1__1.A__1.X	zikv-rdrp-x0364a__1__1.X	6xd0__1__1.A__1.I	6xd0__1__1.I	1.A:1.A	foldseek	66		sucos_shape_pocket_qcov	
denv2-rdrp-o0284b__1__1.A__1.X	denv2-rdrp-o0284b__1__1.X	4lq3__1__1.A__1.C_1.D	4lq3__1__1.C	1.A:1.A	foldseek	20		sucos_shape_pocket_qcov	
zikv-rdrp-x0136c__1__1.A__1.X	zikv-rdrp-x0136c__1__1.X	4nru__5__1.E__1.P	4nru__5__1.P	1.A:1.E	foldseek	26		sucos_shape_pocket_qcov	
5hmz-a__1__1.A__1.X	5hmz-a__1__1.X	5hmz__1__1.A__1.D	5hmz__1__1.D	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
denv2-rdrp-x1073a__1__1.A__1.X	denv2-rdrp-x1073a__1__1.X	2d3u__1__1.A__1.C	2d3u__1__1.C	1.A:1.A	foldseek	22		sucos_shape_pocket_qcov	
denv2-rdrp-x2003a__1__1.A__1.X	denv2-rdrp-x2003a__1__1.X	5i3p__1__1.A__1.D	5i3p__1__1.D	1.A:1.A	foldseek	38		sucos_shape_pocket_qcov	
zikv-rdrp-x0993a__1__1.A__1.X	zikv-rdrp-x0993a__1__1.X	7ctt__1__1.A_1.E_1.F__1.I_1.J	7ctt__1__1.J	1.A:1.A	foldseek	18		sucos_shape_pocket_qcov	
zikv-rdrp-x0767a__1__1.A__1.X	zikv-rdrp-x0767a__1__1.X	3ske__2__1.B__1.E	3ske__2__1.E	1.A:1.B	foldseek	12		sucos_shape_pocket_qcov	
zikv-rdrp-x0307a__1__1.A__1.X	zikv-rdrp-x0307a__1__1.X	1nb6__1__1.A__1.C_1.D_1.E	1nb6__1__1.E	1.A:1.A	foldseek	22		sucos_shape_pocket_qcov	
5hmw-b__1__1.A__1.X	5hmw-b__1__1.X	5hmw__1__1.A__1.D	5hmw__1__1.D	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
denv2-rdrp-x0264a__1__1.A__1.X	denv2-rdrp-x0264a__1__1.X	5i3q__1__1.A__1.D	5i3q__1__1.D	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
zikv-rdrp-x0111a__1__1.A__1.X	zikv-rdrp-x0111a__1__1.X	3vws__1__1.A__1.D_1.E	3vws__1__1.D	1.A:1.A	foldseek	60		sucos_shape_pocket_qcov	
denv2-rdrp-x1325c__1__1.A__1.X	denv2-rdrp-x1325c__1__1.X	5i3p__1__1.A__1.D	5i3p__1__1.D	1.A:1.A	foldseek	26		sucos_shape_pocket_qcov	
zikv-rdrp-x0920a__1__1.A__1.X	zikv-rdrp-x0920a__1__1.X	4hdg__1__1.A__1.C	4hdg__1__1.C	1.A:1.A	foldseek	25		sucos_shape_pocket_qcov	
denv2-rdrp-x0176a__1__1.A__1.X	denv2-rdrp-x0176a__1__1.X	5hmw__1__1.A__1.E	5hmw__1__1.E	1.A:1.A	foldseek	36		sucos_shape_pocket_qcov	
