query_system	query_ligand_id	target_system	target_ligand_id	protein_mapping	protein_mapper	similarity	source	metric	mapping
a71ev2a-x5247b__1__1.C__1.X	a71ev2a-x5247b__1__1.X	5c1x__2__1.B__1.D	5c1x__2__1.D	1.C:1.B	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x4847a__1__1.A__1.X	a71ev2a-x4847a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	51		sucos_shape_pocket_qcov	
a71ev2a-x4656a__1__1.A__1.X	a71ev2a-x4656a__1__1.X	3ruo__1__1.A__1.C	3ruo__1__1.C	1.A:1.A	foldseek	50		sucos_shape_pocket_qcov	
a71ev2a-x5509a__1__1.A__1.X	a71ev2a-x5509a__1__1.X	3ruo__1__1.B__1.E	3ruo__1__1.E	1.A:1.B	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x5673a__1__1.A__1.X	a71ev2a-x5673a__1__1.X	4ght__1__1.A__1.C	4ght__1__1.C	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x0237a__1__1.B__1.X	a71ev2a-x0237a__1__1.X	1cqq__1__1.A__1.B	1cqq__1__1.B	1.B:1.A	foldseek	57		sucos_shape_pocket_qcov	
a71ev2a-x5393a__1__1.A__1.X	a71ev2a-x5393a__1__1.X	3zz7__1__1.A__1.B	3zz7__1__1.B	1.A:1.A	foldseek	53		sucos_shape_pocket_qcov	
a71ev2a-x0437a__1__1.B__1.X	a71ev2a-x0437a__1__1.X	2xya__1__1.A__1.B	2xya__1__1.B	1.B:1.A	foldseek	64		sucos_shape_pocket_qcov	
a71ev2a-x5898a__1__1.A__1.X	a71ev2a-x5898a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	39		sucos_shape_pocket_qcov	
a71ev2a-x7301a__1__1.A__1.X	a71ev2a-x7301a__1__1.X	3ruo__1__1.A__1.C	3ruo__1__1.C	1.A:1.A	foldseek	40		sucos_shape_pocket_qcov	
a71ev2a-x5604a__1__1.A__1.X	a71ev2a-x5604a__1__1.X	3ruo__1__1.A__1.C	3ruo__1__1.C	1.A:1.A	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x4846a__1__1.A__1.X	a71ev2a-x4846a__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.A:1.A	foldseek	49		sucos_shape_pocket_qcov	
a71ev2a-x3280a__1__1.A__1.X	a71ev2a-x3280a__1__1.X	7dnc__1__1.A__1.B	7dnc__1__1.B	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x4526a__1__1.A__1.X	a71ev2a-x4526a__1__1.X	6w5h__3__1.C__1.G	6w5h__3__1.G	1.A:1.C	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x5489a__1__1.A__1.X	a71ev2a-x5489a__1__1.X	5dp5__1__1.A__1.B	5dp5__1__1.B	1.A:1.A	foldseek	47		sucos_shape_pocket_qcov	
a71ev2a-x0450a__1__1.A__1.X	a71ev2a-x0450a__1__1.X	1lvm__1__1.A__1.C	1lvm__1__1.C	1.A:1.A	foldseek	55		sucos_shape_pocket_qcov	
a71ev2a-x6955b__1__1.C__1.X	a71ev2a-x6955b__1__1.X	7l8h__1__1.B__1.D	7l8h__1__1.D	1.C:1.B	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x7491b__1__1.B__1.X	a71ev2a-x7491b__1__1.X	4ght__1__1.A__1.C	4ght__1__1.C	1.B:1.A	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x6832a__1__1.A__1.X	a71ev2a-x6832a__1__1.X	7l8h__1__1.B__1.D	7l8h__1__1.D	1.A:1.B	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x5758a__1__1.A__1.X	a71ev2a-x5758a__1__1.X	6ku8__1__1.A__1.B	6ku8__1__1.B	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x7475b__1__1.B__1.X	a71ev2a-x7475b__1__1.X	3zvd__1__1.A__1.B	3zvd__1__1.B	1.B:1.A	foldseek	39		sucos_shape_pocket_qcov	
a71ev2a-x4736a__1__1.A__1.X	a71ev2a-x4736a__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x5494a__1__1.A__1.X	a71ev2a-x5494a__1__1.X	2wv5__4__1.C__1.G	2wv5__4__1.G	1.A:1.C	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x4541b__1__1.C__1.X	a71ev2a-x4541b__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.C:1.A	foldseek	47		sucos_shape_pocket_qcov	
a71ev2a-x4786a__1__1.A__1.X	a71ev2a-x4786a__1__1.X	3zvd__1__1.A__1.B	3zvd__1__1.B	1.A:1.A	foldseek	45		sucos_shape_pocket_qcov	
a71ev2a-x5213b__1__1.C__1.X	a71ev2a-x5213b__1__1.X	1cqq__1__1.A__1.B	1cqq__1__1.B	1.C:1.A	foldseek	45		sucos_shape_pocket_qcov	
a71ev2a-x5073a__1__1.A__1.X	a71ev2a-x5073a__1__1.X	4ght__1__1.A__1.C	4ght__1__1.C	1.A:1.A	foldseek	49		sucos_shape_pocket_qcov	
a71ev2a-x3218a__1__1.A__1.X	a71ev2a-x3218a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x5022a__1__1.A__1.X	a71ev2a-x5022a__1__1.X	3zz7__1__1.A__1.B	3zz7__1__1.B	1.A:1.A	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x3546a__1__1.A__1.X	a71ev2a-x3546a__1__1.X	5c1x__2__1.B__1.D	5c1x__2__1.D	1.A:1.B	foldseek	45		sucos_shape_pocket_qcov	
a71ev2a-x3489a__1__1.A__1.X	a71ev2a-x3489a__1__1.X	5dp5__1__1.A__1.B	5dp5__1__1.B	1.A:1.A	foldseek	40		sucos_shape_pocket_qcov	
a71ev2a-x0412a__1__1.A__1.X	a71ev2a-x0412a__1__1.X	6t8r__1__1.A__1.C	6t8r__1__1.C	1.A:1.A	foldseek	11		sucos_shape_pocket_qcov	
a71ev2a-x5584a__1__1.A__1.X	a71ev2a-x5584a__1__1.X	7l8h__1__1.A__1.C	7l8h__1__1.C	1.A:1.A	foldseek	40		sucos_shape_pocket_qcov	
a71ev2a-x7024a__1__1.A__1.X	a71ev2a-x7024a__1__1.X	3ruo__1__1.A__1.C	3ruo__1__1.C	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x7430a__1__1.A__1.X	a71ev2a-x7430a__1__1.X	1cqq__1__1.A__1.B	1cqq__1__1.B	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x5213a__1__1.A__1.X	a71ev2a-x5213a__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.A:1.A	foldseek	45		sucos_shape_pocket_qcov	
a71ev2a-x4331b__1__1.C__1.X	a71ev2a-x4331b__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.C:1.A	foldseek	49		sucos_shape_pocket_qcov	
a71ev2a-x4031a__1__1.A__1.X	a71ev2a-x4031a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	45		sucos_shape_pocket_qcov	
a71ev2a-x4541a__1__1.A__1.X	a71ev2a-x4541a__1__1.X	1lvm__2__1.B__1.D	1lvm__2__1.D	1.A:1.B	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x5635b__1__1.C__1.X	a71ev2a-x5635b__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.C:1.A	foldseek	49		sucos_shape_pocket_qcov	
a71ev2a-x3436a__1__1.A__1.X	a71ev2a-x3436a__1__1.X	4imq__1__1.A_2.A__1.B_1.D	4imq__1__1.B	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x7147a__1__1.A__1.X	a71ev2a-x7147a__1__1.X	3ruo__1__1.A__1.C	3ruo__1__1.C	1.A:1.A	foldseek	41		sucos_shape_pocket_qcov	
a71ev2a-x5210a__1__1.A__1.X	a71ev2a-x5210a__1__1.X	4ght__1__1.A__1.C	4ght__1__1.C	1.A:1.A	foldseek	49		sucos_shape_pocket_qcov	
a71ev2a-x7154a__1__1.A__1.X	a71ev2a-x7154a__1__1.X	2wv5__1__1.A__1.E	2wv5__1__1.E	1.A:1.A	foldseek	37		sucos_shape_pocket_qcov	
a71ev2a-x7317a__1__1.A__1.X	a71ev2a-x7317a__1__1.X	3ruo__1__1.B__1.E	3ruo__1__1.E	1.A:1.B	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x4940a__1__1.A__1.X	a71ev2a-x4940a__1__1.X	3ruo__1__1.B__1.E	3ruo__1__1.E	1.A:1.B	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x7132a__1__1.A__1.X	a71ev2a-x7132a__1__1.X	3ruo__1__1.A__1.C	3ruo__1__1.C	1.A:1.A	foldseek	40		sucos_shape_pocket_qcov	
a71ev2a-x3191a__1__1.A__1.X	a71ev2a-x3191a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x5028a__1__1.A__1.X	a71ev2a-x5028a__1__1.X	5c1x__2__1.B__1.D	5c1x__2__1.D	1.A:1.B	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x7130a__1__1.A__1.X	a71ev2a-x7130a__1__1.X	1cqq__1__1.A__1.B	1cqq__1__1.B	1.A:1.A	foldseek	45		sucos_shape_pocket_qcov	
a71ev2a-x5539b__1__1.C__1.X	a71ev2a-x5539b__1__1.X	7l8h__1__1.B__1.D	7l8h__1__1.D	1.C:1.B	foldseek	47		sucos_shape_pocket_qcov	
a71ev2a-x3939a__1__1.A__1.X	a71ev2a-x3939a__1__1.X	7l8h__1__1.B__1.D	7l8h__1__1.D	1.A:1.B	foldseek	47		sucos_shape_pocket_qcov	
a71ev2a-x4316a__1__1.A__1.X	a71ev2a-x4316a__1__1.X	3zvg__1__1.A__1.B	3zvg__1__1.B	1.A:1.A	foldseek	49		sucos_shape_pocket_qcov	
a71ev2a-x3944a__1__1.A__1.X	a71ev2a-x3944a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x7071a__1__1.A__1.X	a71ev2a-x7071a__1__1.X	5gso__5__1.E__1.J	5gso__5__1.J	1.A:1.E	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x1080a__1__1.A__1.X	a71ev2a-x1080a__1__1.X	5dp6__2__1.B__1.F	5dp6__2__1.F	1.A:1.B	foldseek	64		sucos_shape_pocket_qcov	
a71ev2a-x4883b__1__1.C__1.X	a71ev2a-x4883b__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.C:1.A	foldseek	47		sucos_shape_pocket_qcov	
a71ev2a-x4559b__1__1.C__1.X	a71ev2a-x4559b__1__1.X	3qzq__1__1.A__1.E	3qzq__1__1.E	1.C:1.A	foldseek	53		sucos_shape_pocket_qcov	
a71ev2a-x0395a__1__1.A__1.X	a71ev2a-x0395a__1__1.X	6t4e__1__1.B__1.D	6t4e__1__1.D	1.A:1.B	foldseek	10		sucos_shape_pocket_qcov	
a71ev2a-x4031b__1__1.C__1.X	a71ev2a-x4031b__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.C:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x0446a__1__1.A__1.X	a71ev2a-x0446a__1__1.X	7dnc__1__1.A__1.B	7dnc__1__1.B	1.A:1.A	foldseek	54		sucos_shape_pocket_qcov	
a71ev2a-x6730a__1__1.A__1.X	a71ev2a-x6730a__1__1.X	3sjo__2__1.B__1.J	3sjo__2__1.J	1.A:1.B	foldseek	41		sucos_shape_pocket_qcov	
a71ev2a-x5598b__1__1.C__1.X	a71ev2a-x5598b__1__1.X	3ruo__1__1.B__1.E	3ruo__1__1.E	1.C:1.B	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x3557a__1__1.A__1.X	a71ev2a-x3557a__1__1.X	3qzq__4__1.D__1.H	3qzq__4__1.H	1.A:1.D	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x0719b__1__1.A__1.X	a71ev2a-x0719b__1__1.X	6t3g__1__1.A__1.C	6t3g__1__1.C	1.A:1.A	foldseek	31		sucos_shape_pocket_qcov	
a71ev2a-x4829a__1__1.A__1.X	a71ev2a-x4829a__1__1.X	3zz7__1__1.A__1.B	3zz7__1__1.B	1.A:1.A	foldseek	40		sucos_shape_pocket_qcov	
a71ev2a-x4347a__1__1.A__1.X	a71ev2a-x4347a__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.A:1.A	foldseek	45		sucos_shape_pocket_qcov	
a71ev2a-x4456a__1__1.A__1.X	a71ev2a-x4456a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x4873b__1__1.C__1.X	a71ev2a-x4873b__1__1.X	2iph__1__1.B__1.D	2iph__1__1.D	1.C:1.B	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x7372a__1__1.A__1.X	a71ev2a-x7372a__1__1.X	3qzq__3__1.C__1.G	3qzq__3__1.G	1.A:1.C	foldseek	45		sucos_shape_pocket_qcov	
a71ev2a-x3222a__1__1.A__1.X	a71ev2a-x3222a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x7501a__1__1.A__1.X	a71ev2a-x7501a__1__1.X	3ruo__1__1.B__1.E	3ruo__1__1.E	1.A:1.B	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x4415a__1__1.A__1.X	a71ev2a-x4415a__1__1.X	3q3y__1__1.A__1.C_1.F	3q3y__1__1.C	1.A:1.A	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x3483a__1__1.A__1.X	a71ev2a-x3483a__1__1.X	5dp6__2__1.B__1.F	5dp6__2__1.F	1.A:1.B	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x4406a__1__1.A__1.X	a71ev2a-x4406a__1__1.X	5dp6__1__1.A__1.E	5dp6__1__1.E	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x6841a__1__1.A__1.X	a71ev2a-x6841a__1__1.X	5tg1__1__1.A__1.D	5tg1__1__1.D	1.A:1.A	foldseek	41		sucos_shape_pocket_qcov	
a71ev2a-x4489b__1__1.C__1.X	a71ev2a-x4489b__1__1.X	3zz7__1__1.A__1.B	3zz7__1__1.B	1.C:1.A	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x4746a__1__1.A__1.X	a71ev2a-x4746a__1__1.X	5dp5__1__1.A__1.B	5dp5__1__1.B	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x4771a__1__1.A__1.X	a71ev2a-x4771a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x1180a__1__1.A__1.X	a71ev2a-x1180a__1__1.X	3q3y__1__1.A__1.C_1.F	3q3y__1__1.C	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x4032a__1__1.A__1.X	a71ev2a-x4032a__1__1.X	5dp5__1__1.A__1.B	5dp5__1__1.B	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x4924a__1__1.A__1.X	a71ev2a-x4924a__1__1.X	2wv5__4__1.C__1.G	2wv5__4__1.G	1.A:1.C	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x1084a__1__1.A__1.X	a71ev2a-x1084a__1__1.X	6tal__1__1.A_1.B__1.K	6tal__1__1.K	1.A:1.B	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x4312a__1__1.A__1.X	a71ev2a-x4312a__1__1.X	5dp5__1__1.A__1.B	5dp5__1__1.B	1.A:1.A	foldseek	49		sucos_shape_pocket_qcov	
a71ev2a-x4580b__1__1.C__1.X	a71ev2a-x4580b__1__1.X	3zz7__1__1.A__1.B	3zz7__1__1.B	1.C:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x4303a__1__1.A__1.X	a71ev2a-x4303a__1__1.X	3sj9__1__1.A__1.B	3sj9__1__1.B	1.A:1.A	foldseek	38		sucos_shape_pocket_qcov	
a71ev2a-x4874b__1__1.C__1.X	a71ev2a-x4874b__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.C:1.A	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x1145b__1__1.A__1.X	a71ev2a-x1145b__1__1.X	2wv4__1__1.B__1.D	2wv4__1__1.D	1.A:1.B	foldseek	14		sucos_shape_pocket_qcov	
a71ev2a-x6948a__1__1.A__1.X	a71ev2a-x6948a__1__1.X	1cqq__1__1.A__1.B	1cqq__1__1.B	1.A:1.A	foldseek	39		sucos_shape_pocket_qcov	
a71ev2a-x3914a__1__1.A__1.X	a71ev2a-x3914a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x4214a__1__1.A__1.X	a71ev2a-x4214a__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.A:1.A	foldseek	45		sucos_shape_pocket_qcov	
a71ev2a-x4877a__1__1.A__1.X	a71ev2a-x4877a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x7369a__1__1.A__1.X	a71ev2a-x7369a__1__1.X	3ruo__1__1.A__1.C	3ruo__1__1.C	1.A:1.A	foldseek	40		sucos_shape_pocket_qcov	
a71ev2a-x3210a__1__1.A__1.X	a71ev2a-x3210a__1__1.X	3ruo__1__1.A__1.C	3ruo__1__1.C	1.A:1.A	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x5868a__1__1.A__1.X	a71ev2a-x5868a__1__1.X	2wv5__2__1.D__1.H	2wv5__2__1.H	1.A:1.D	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x4836a__1__1.A__1.X	a71ev2a-x4836a__1__1.X	3zvc__1__1.A__1.B	3zvc__1__1.B	1.A:1.A	foldseek	52		sucos_shape_pocket_qcov	
a71ev2a-x5262a__1__1.A__1.X	a71ev2a-x5262a__1__1.X	3zz7__1__1.A__1.B	3zz7__1__1.B	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x3201a__1__1.A__1.X	a71ev2a-x3201a__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.A:1.A	foldseek	47		sucos_shape_pocket_qcov	
a71ev2a-x0812a__1__1.A__1.X	a71ev2a-x0812a__1__1.X	6w5j__1__1.A__1.C	6w5j__1__1.C	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x0556a__1__1.A__1.X	a71ev2a-x0556a__1__1.X	1sgc__1__1.A__1.B	1sgc__1__1.B	1.A:1.A	foldseek	50		sucos_shape_pocket_qcov	
a71ev2a-x6938a__1__1.A__1.X	a71ev2a-x6938a__1__1.X	3ruo__1__1.B__1.E	3ruo__1__1.E	1.A:1.B	foldseek	45		sucos_shape_pocket_qcov	
a71ev2a-x7021a__1__1.A__1.X	a71ev2a-x7021a__1__1.X	1cqq__1__1.A__1.B	1cqq__1__1.B	1.A:1.A	foldseek	41		sucos_shape_pocket_qcov	
a71ev2a-x4409a__1__1.A__1.X	a71ev2a-x4409a__1__1.X	3zz7__1__1.A__1.B	3zz7__1__1.B	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x5581a__1__1.A__1.X	a71ev2a-x5581a__1__1.X	3ruo__1__1.A__1.C	3ruo__1__1.C	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x4320a__1__1.A__1.X	a71ev2a-x4320a__1__1.X	5dp5__1__1.A__1.B	5dp5__1__1.B	1.A:1.A	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x4798a__1__1.A__1.X	a71ev2a-x4798a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	40		sucos_shape_pocket_qcov	
a71ev2a-x4742b__1__1.C__1.X	a71ev2a-x4742b__1__1.X	3qzq__2__1.B__1.F	3qzq__2__1.F	1.C:1.B	foldseek	54		sucos_shape_pocket_qcov	
a71ev2a-x4963b__1__1.C__1.X	a71ev2a-x4963b__1__1.X	5gsw__1__1.A__1.F	5gsw__1__1.F	1.C:1.A	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x0228a__1__1.A__1.X	a71ev2a-x0228a__1__1.X	2k1q__1__1.A__1.B	2k1q__1__1.B	1.A:1.A	foldseek	51		sucos_shape_pocket_qcov	
a71ev2a-x4673b__1__1.C__1.X	a71ev2a-x4673b__1__1.X	1cqq__1__1.A__1.B	1cqq__1__1.B	1.C:1.A	foldseek	47		sucos_shape_pocket_qcov	
a71ev2a-x5016a__1__1.A__1.X	a71ev2a-x5016a__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.A:1.A	foldseek	51		sucos_shape_pocket_qcov	
a71ev2a-x4899a__1__1.A__1.X	a71ev2a-x4899a__1__1.X	3zz9__1__1.A__1.B	3zz9__1__1.B	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x4654a__1__1.A__1.X	a71ev2a-x4654a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x5283a__1__1.A__1.X	a71ev2a-x5283a__1__1.X	3zz7__1__1.A__1.B	3zz7__1__1.B	1.A:1.A	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x3618b__1__1.A__1.X	a71ev2a-x3618b__1__1.X	7l8h__1__1.A__1.C	7l8h__1__1.C	1.A:1.A	foldseek	41		sucos_shape_pocket_qcov	
a71ev2a-x3054a__1__1.A__1.X	a71ev2a-x3054a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x0310a__1__1.A__1.X	a71ev2a-x0310a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	51		sucos_shape_pocket_qcov	
a71ev2a-x5247a__1__1.A__1.X	a71ev2a-x5247a__1__1.X	3zz9__1__1.A__1.B	3zz9__1__1.B	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x3993a__1__1.A__1.X	a71ev2a-x3993a__1__1.X	5nfs__1__1.A__1.B	5nfs__1__1.B	1.A:1.A	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x3908a__1__1.A__1.X	a71ev2a-x3908a__1__1.X	3zzb__1__1.A__1.B	3zzb__1__1.B	1.A:1.A	foldseek	45		sucos_shape_pocket_qcov	
a71ev2a-x3178a__1__1.A__1.X	a71ev2a-x3178a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x4959a__1__1.A__1.X	a71ev2a-x4959a__1__1.X	3zz7__1__1.A__1.B	3zz7__1__1.B	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x5425b__1__1.C__1.X	a71ev2a-x5425b__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.C:1.A	foldseek	50		sucos_shape_pocket_qcov	
a71ev2a-x3575a__1__1.A__1.X	a71ev2a-x3575a__1__1.X	3qzq__2__1.B__1.F	3qzq__2__1.F	1.A:1.B	foldseek	47		sucos_shape_pocket_qcov	
a71ev2a-x4874a__1__1.A__1.X	a71ev2a-x4874a__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x3581a__1__1.A__1.X	a71ev2a-x3581a__1__1.X	6ku8__1__1.A__1.B	6ku8__1__1.B	1.A:1.A	foldseek	50		sucos_shape_pocket_qcov	
a71ev2a-x7190a__1__1.A__1.X	a71ev2a-x7190a__1__1.X	3ruo__1__1.B__1.E	3ruo__1__1.E	1.A:1.B	foldseek	38		sucos_shape_pocket_qcov	
a71ev2a-x5052a__1__1.A__1.X	a71ev2a-x5052a__1__1.X	4ght__1__1.A__1.C	4ght__1__1.C	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x5449b__1__1.C__1.X	a71ev2a-x5449b__1__1.X	3qzq__1__1.A__1.E	3qzq__1__1.E	1.C:1.A	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x6739a__1__1.A__1.X	a71ev2a-x6739a__1__1.X	3zve__1__1.A__1.B	3zve__1__1.B	1.A:1.A	foldseek	37		sucos_shape_pocket_qcov	
a71ev2a-x6797a__1__1.A__1.X	a71ev2a-x6797a__1__1.X	3zz7__1__1.A__1.B	3zz7__1__1.B	1.A:1.A	foldseek	40		sucos_shape_pocket_qcov	
a71ev2a-x3371a__1__1.A__1.X	a71ev2a-x3371a__1__1.X	3zve__1__1.A__1.B	3zve__1__1.B	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x5599a__1__1.A__1.X	a71ev2a-x5599a__1__1.X	7l8h__1__1.A__1.C	7l8h__1__1.C	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x5489b__1__1.C__1.X	a71ev2a-x5489b__1__1.X	5c1x__2__1.B__1.D	5c1x__2__1.D	1.C:1.B	foldseek	51		sucos_shape_pocket_qcov	
a71ev2a-x0432a__1__1.A__1.X	a71ev2a-x0432a__1__1.X	6t2x__1__1.B__1.D	6t2x__1__1.D	1.A:1.B	foldseek	14		sucos_shape_pocket_qcov	
a71ev2a-x3890a__1__1.A__1.X	a71ev2a-x3890a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x1209a__1__1.B__1.X	a71ev2a-x1209a__1__1.X	3q3y__1__1.A__1.C_1.F	3q3y__1__1.C	1.B:1.A	foldseek	57		sucos_shape_pocket_qcov	
a71ev2a-x5081b__1__1.C__1.X	a71ev2a-x5081b__1__1.X	3zz7__1__1.A__1.B	3zz7__1__1.B	1.C:1.A	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x3286a__1__1.A__1.X	a71ev2a-x3286a__1__1.X	7ara__1__1.B__1.E	7ara__1__1.E	1.A:1.B	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x3895a__1__1.A__1.X	a71ev2a-x3895a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x3234a__1__1.A__1.X	a71ev2a-x3234a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	49		sucos_shape_pocket_qcov	
a71ev2a-x2629a__1__1.A__1.X	a71ev2a-x2629a__1__1.X	3zz7__1__1.A__1.B	3zz7__1__1.B	1.A:1.A	foldseek	39		sucos_shape_pocket_qcov	
a71ev2a-x5598a__1__1.A__1.X	a71ev2a-x5598a__1__1.X	3ruo__1__1.B__1.E	3ruo__1__1.E	1.A:1.B	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x5039a__1__1.A__1.X	a71ev2a-x5039a__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
