query_system	query_ligand_id	target_system	target_ligand_id	protein_mapping	protein_mapper	similarity	source	metric	mapping
a71ev2a-x5247b__1__1.C__1.X	a71ev2a-x5247b__1__1.X	7i7j__2__1.B__1.F	7i7j__2__1.F	1.C:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4847a__1__1.A__1.X	a71ev2a-x4847a__1__1.X	7i5n__1__1.A__1.B	7i5n__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4656a__1__1.A__1.X	a71ev2a-x4656a__1__1.X	7i6m__1__1.A__1.C	7i6m__1__1.C	1.A:1.A	foldseek	91		sucos_shape_pocket_qcov	
a71ev2a-x5509a__1__1.A__1.X	a71ev2a-x5509a__1__1.X	7i7x__1__1.A__1.C	7i7x__1__1.C	1.A:1.A	foldseek	87		sucos_shape_pocket_qcov	
a71ev2a-x5673a__1__1.A__1.X	a71ev2a-x5673a__1__1.X	7i4k__1__1.A__1.B	7i4k__1__1.B	1.A:1.A	foldseek	92		sucos_shape_pocket_qcov	
a71ev2a-x0237a__1__1.B__1.X	a71ev2a-x0237a__1__1.X	7h30__2__1.B__1.F	7h30__2__1.F	1.B:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5393a__1__1.A__1.X	a71ev2a-x5393a__1__1.X	7hut__1__1.A__1.C	7hut__1__1.C	1.A:1.A	foldseek	98		sucos_shape_pocket_qcov	
a71ev2a-x0437a__1__1.B__1.X	a71ev2a-x0437a__1__1.X	7hoc__2__1.B__1.F	7hoc__2__1.F	1.B:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5898a__1__1.A__1.X	a71ev2a-x5898a__1__1.X	7i74__1__1.A__1.B_1.C	7i74__1__1.B	1.A:1.A	foldseek	84		sucos_shape_pocket_qcov	
a71ev2a-x7301a__1__1.A__1.X	a71ev2a-x7301a__1__1.X	7i5c__1__1.A__1.C	7i5c__1__1.C	1.A:1.A	foldseek	85		sucos_shape_pocket_qcov	
a71ev2a-x5604a__1__1.A__1.X	a71ev2a-x5604a__1__1.X	7hyl__1__1.A__1.B	7hyl__1__1.B	1.A:1.A	foldseek	85		sucos_shape_pocket_qcov	
a71ev2a-x4846a__1__1.A__1.X	a71ev2a-x4846a__1__1.X	7i5m__1__1.A__1.B_1.F	7i5m__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x3280a__1__1.A__1.X	a71ev2a-x3280a__1__1.X	7hzu__1__1.A__1.E_1.F	7hzu__1__1.F	1.A:1.A	foldseek	97		sucos_shape_pocket_qcov	
a71ev2a-x4526a__1__1.A__1.X	a71ev2a-x4526a__1__1.X	7i3n__1__1.A__1.B	7i3n__1__1.B	1.A:1.A	foldseek	99		sucos_shape_pocket_qcov	
a71ev2a-x5489a__1__1.A__1.X	a71ev2a-x5489a__1__1.X	7hyl__1__1.A__1.B	7hyl__1__1.B	1.A:1.A	foldseek	98		sucos_shape_pocket_qcov	
a71ev2a-x0450a__1__1.A__1.X	a71ev2a-x0450a__1__1.X	7h3o__1__1.A__1.B	7h3o__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x6955b__1__1.C__1.X	a71ev2a-x6955b__1__1.X	7i4o__1__1.A__1.B	7i4o__1__1.B	1.C:1.A	foldseek	80		sucos_shape_pocket_qcov	
a71ev2a-x7491b__1__1.B__1.X	a71ev2a-x7491b__1__1.X	7i5e__1__1.A__1.C	7i5e__1__1.C	1.B:1.A	foldseek	78		sucos_shape_pocket_qcov	
a71ev2a-x6832a__1__1.A__1.X	a71ev2a-x6832a__1__1.X	7i3m__1__1.A__1.C	7i3m__1__1.C	1.A:1.A	foldseek	78		sucos_shape_pocket_qcov	
a71ev2a-x5758a__1__1.A__1.X	a71ev2a-x5758a__1__1.X	7i7x__2__1.B__1.E	7i7x__2__1.E	1.A:1.B	foldseek	96		sucos_shape_pocket_qcov	
a71ev2a-x7475b__1__1.B__1.X	a71ev2a-x7475b__1__1.X	7i3m__1__1.A__1.C	7i3m__1__1.C	1.B:1.A	foldseek	77		sucos_shape_pocket_qcov	
a71ev2a-x4736a__1__1.A__1.X	a71ev2a-x4736a__1__1.X	7i4r__1__1.A__1.B	7i4r__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5494a__1__1.A__1.X	a71ev2a-x5494a__1__1.X	7i7x__2__1.B__1.E	7i7x__2__1.E	1.A:1.B	foldseek	89		sucos_shape_pocket_qcov	
a71ev2a-x4541b__1__1.C__1.X	a71ev2a-x4541b__1__1.X	7hzf__2__1.B__1.E	7hzf__2__1.E	1.C:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4786a__1__1.A__1.X	a71ev2a-x4786a__1__1.X	7i55__1__1.A__1.C	7i55__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5213b__1__1.C__1.X	a71ev2a-x5213b__1__1.X	7i7e__2__1.B__1.F	7i7e__2__1.F	1.C:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5073a__1__1.A__1.X	a71ev2a-x5073a__1__1.X	7i6x__1__1.A__1.B	7i6x__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x3218a__1__1.A__1.X	a71ev2a-x3218a__1__1.X	7huv__1__1.A__1.B	7huv__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5022a__1__1.A__1.X	a71ev2a-x5022a__1__1.X	7i6s__1__1.A__1.C	7i6s__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x3546a__1__1.A__1.X	a71ev2a-x3546a__1__1.X	7hvh__1__1.A__1.B	7hvh__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x3489a__1__1.A__1.X	a71ev2a-x3489a__1__1.X	7hve__1__1.A__1.B	7hve__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x0412a__1__1.A__1.X	a71ev2a-x0412a__1__1.X	7h3j__1__1.A__1.B_1.C	7h3j__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5584a__1__1.A__1.X	a71ev2a-x5584a__1__1.X	7i5f__1__1.A__1.C	7i5f__1__1.C	1.A:1.A	foldseek	84		sucos_shape_pocket_qcov	
a71ev2a-x7024a__1__1.A__1.X	a71ev2a-x7024a__1__1.X	7i64__1__1.A__1.B	7i64__1__1.B	1.A:1.A	foldseek	79		sucos_shape_pocket_qcov	
a71ev2a-x7430a__1__1.A__1.X	a71ev2a-x7430a__1__1.X	7i3m__1__1.A__1.C	7i3m__1__1.C	1.A:1.A	foldseek	77		sucos_shape_pocket_qcov	
a71ev2a-x5213a__1__1.A__1.X	a71ev2a-x5213a__1__1.X	7i7e__1__1.A__1.C	7i7e__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4331b__1__1.C__1.X	a71ev2a-x4331b__1__1.X	7hy2__2__1.B__1.E	7hy2__2__1.E	1.C:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4031a__1__1.A__1.X	a71ev2a-x4031a__1__1.X	7hx3__1__1.A__1.C	7hx3__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4541a__1__1.A__1.X	a71ev2a-x4541a__1__1.X	7hzf__1__1.A__1.C	7hzf__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5635b__1__1.C__1.X	a71ev2a-x5635b__1__1.X	7i4d__1__1.A__1.B	7i4d__1__1.B	1.C:1.A	foldseek	80		sucos_shape_pocket_qcov	
a71ev2a-x3436a__1__1.A__1.X	a71ev2a-x3436a__1__1.X	7i33__1__1.A__1.C	7i33__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x7147a__1__1.A__1.X	a71ev2a-x7147a__1__1.X	7i3m__1__1.A__1.C	7i3m__1__1.C	1.A:1.A	foldseek	76		sucos_shape_pocket_qcov	
a71ev2a-x5210a__1__1.A__1.X	a71ev2a-x5210a__1__1.X	7i7c__1__1.A__1.C	7i7c__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x7154a__1__1.A__1.X	a71ev2a-x7154a__1__1.X	7i3m__1__1.A__1.C	7i3m__1__1.C	1.A:1.A	foldseek	74		sucos_shape_pocket_qcov	
a71ev2a-x7317a__1__1.A__1.X	a71ev2a-x7317a__1__1.X	7i3m__1__1.A__1.C	7i3m__1__1.C	1.A:1.A	foldseek	82		sucos_shape_pocket_qcov	
a71ev2a-x4940a__1__1.A__1.X	a71ev2a-x4940a__1__1.X	7i6a__1__1.A__1.B	7i6a__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x7132a__1__1.A__1.X	a71ev2a-x7132a__1__1.X	7i3m__1__1.A__1.C	7i3m__1__1.C	1.A:1.A	foldseek	75		sucos_shape_pocket_qcov	
a71ev2a-x3191a__1__1.A__1.X	a71ev2a-x3191a__1__1.X	7huo__1__1.A__1.B	7huo__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5028a__1__1.A__1.X	a71ev2a-x5028a__1__1.X	7i4o__1__1.A__1.B	7i4o__1__1.B	1.A:1.A	foldseek	94		sucos_shape_pocket_qcov	
a71ev2a-x7130a__1__1.A__1.X	a71ev2a-x7130a__1__1.X	7i64__1__1.A__1.B	7i64__1__1.B	1.A:1.A	foldseek	77		sucos_shape_pocket_qcov	
a71ev2a-x5539b__1__1.C__1.X	a71ev2a-x5539b__1__1.X	7i5c__2__1.B__1.G	7i5c__2__1.G	1.C:1.B	foldseek	93		sucos_shape_pocket_qcov	
a71ev2a-x3939a__1__1.A__1.X	a71ev2a-x3939a__1__1.X	7hwg__1__1.A__1.C	7hwg__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4316a__1__1.A__1.X	a71ev2a-x4316a__1__1.X	7hxw__1__1.A__1.C	7hxw__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x3944a__1__1.A__1.X	a71ev2a-x3944a__1__1.X	7hwj__1__1.A__1.B	7hwj__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x7071a__1__1.A__1.X	a71ev2a-x7071a__1__1.X	7i4a__1__1.A__1.B	7i4a__1__1.B	1.A:1.A	foldseek	86		sucos_shape_pocket_qcov	
a71ev2a-x1080a__1__1.A__1.X	a71ev2a-x1080a__1__1.X	7h4q__1__1.A__1.B	7h4q__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4883b__1__1.C__1.X	a71ev2a-x4883b__1__1.X	7i5w__2__1.B__1.F	7i5w__2__1.F	1.C:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4559b__1__1.C__1.X	a71ev2a-x4559b__1__1.X	7i3q__2__1.B__1.F	7i3q__2__1.F	1.C:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x0395a__1__1.A__1.X	a71ev2a-x0395a__1__1.X	7h3h__1__1.A__1.B_1.D	7h3h__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4031b__1__1.C__1.X	a71ev2a-x4031b__1__1.X	7hx3__2__1.B__1.F	7hx3__2__1.F	1.C:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x0446a__1__1.A__1.X	a71ev2a-x0446a__1__1.X	7h3n__1__1.A__1.B	7h3n__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x6730a__1__1.A__1.X	a71ev2a-x6730a__1__1.X	7hyt__1__1.A__1.B	7hyt__1__1.B	1.A:1.A	foldseek	71		sucos_shape_pocket_qcov	
a71ev2a-x5598b__1__1.C__1.X	a71ev2a-x5598b__1__1.X	7i6m__2__1.B__1.G	7i6m__2__1.G	1.C:1.B	foldseek	90		sucos_shape_pocket_qcov	
a71ev2a-x3557a__1__1.A__1.X	a71ev2a-x3557a__1__1.X	7hvl__1__1.A__1.C	7hvl__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x0719b__1__1.A__1.X	a71ev2a-x0719b__1__1.X	7h4c__1__1.A__1.B	7h4c__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4829a__1__1.A__1.X	a71ev2a-x4829a__1__1.X	7i5f__1__1.A__1.C	7i5f__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4347a__1__1.A__1.X	a71ev2a-x4347a__1__1.X	7hyb__1__1.A__1.B	7hyb__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4456a__1__1.A__1.X	a71ev2a-x4456a__1__1.X	7hz2__1__1.A__1.C	7hz2__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4873b__1__1.C__1.X	a71ev2a-x4873b__1__1.X	7i5r__2__1.B__1.H	7i5r__2__1.H	1.C:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x7372a__1__1.A__1.X	a71ev2a-x7372a__1__1.X	7i3m__1__1.A__1.C	7i3m__1__1.C	1.A:1.A	foldseek	81		sucos_shape_pocket_qcov	
a71ev2a-x3222a__1__1.A__1.X	a71ev2a-x3222a__1__1.X	7hzr__1__1.A__1.D	7hzr__1__1.D	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x7501a__1__1.A__1.X	a71ev2a-x7501a__1__1.X	7i5e__1__1.A__1.C	7i5e__1__1.C	1.A:1.A	foldseek	82		sucos_shape_pocket_qcov	
a71ev2a-x4415a__1__1.A__1.X	a71ev2a-x4415a__1__1.X	7hyr__1__1.A__1.B	7hyr__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x3483a__1__1.A__1.X	a71ev2a-x3483a__1__1.X	7hvb__1__1.A__1.B	7hvb__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4406a__1__1.A__1.X	a71ev2a-x4406a__1__1.X	7i3e__1__1.A__1.C	7i3e__1__1.C	1.A:1.A	foldseek	92		sucos_shape_pocket_qcov	
a71ev2a-x6841a__1__1.A__1.X	a71ev2a-x6841a__1__1.X	7i4a__1__1.A__1.B	7i4a__1__1.B	1.A:1.A	foldseek	82		sucos_shape_pocket_qcov	
a71ev2a-x4489b__1__1.C__1.X	a71ev2a-x4489b__1__1.X	7hwm__2__1.B__1.F	7hwm__2__1.F	1.C:1.B	foldseek	99		sucos_shape_pocket_qcov	
a71ev2a-x4746a__1__1.A__1.X	a71ev2a-x4746a__1__1.X	7i4v__1__1.A__1.C	7i4v__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4771a__1__1.A__1.X	a71ev2a-x4771a__1__1.X	7i50__1__1.A__1.C	7i50__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x1180a__1__1.A__1.X	a71ev2a-x1180a__1__1.X	7h51__1__1.A__1.C_1.E	7h51__1__1.E	1.A:1.A	foldseek	90		sucos_shape_pocket_qcov	
a71ev2a-x4032a__1__1.A__1.X	a71ev2a-x4032a__1__1.X	7hx4__1__1.A__1.C	7hx4__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4924a__1__1.A__1.X	a71ev2a-x4924a__1__1.X	7i6t__2__1.B__1.F	7i6t__2__1.F	1.A:1.B	foldseek	96		sucos_shape_pocket_qcov	
a71ev2a-x1084a__1__1.A__1.X	a71ev2a-x1084a__1__1.X	7h4s__1__1.A__1.B	7h4s__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4312a__1__1.A__1.X	a71ev2a-x4312a__1__1.X	7hxt__1__1.A__1.C	7hxt__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4580b__1__1.C__1.X	a71ev2a-x4580b__1__1.X	7i3v__2__1.B__1.F	7i3v__2__1.F	1.C:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4303a__1__1.A__1.X	a71ev2a-x4303a__1__1.X	7hxm__1__1.A__1.C	7hxm__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4874b__1__1.C__1.X	a71ev2a-x4874b__1__1.X	7i5s__2__1.B__1.F	7i5s__2__1.F	1.C:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x1145b__1__1.A__1.X	a71ev2a-x1145b__1__1.X	7h4x__1__1.A__1.B	7h4x__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x6948a__1__1.A__1.X	a71ev2a-x6948a__1__1.X	7i7x__1__1.A__1.C	7i7x__1__1.C	1.A:1.A	foldseek	82		sucos_shape_pocket_qcov	
a71ev2a-x3914a__1__1.A__1.X	a71ev2a-x3914a__1__1.X	7hwd__1__1.A__1.B	7hwd__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4214a__1__1.A__1.X	a71ev2a-x4214a__1__1.X	7hxa__1__1.A__1.C	7hxa__1__1.C	1.A:1.A	foldseek	94		sucos_shape_pocket_qcov	
a71ev2a-x4877a__1__1.A__1.X	a71ev2a-x4877a__1__1.X	7i5t__1__1.A__1.C	7i5t__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x7369a__1__1.A__1.X	a71ev2a-x7369a__1__1.X	7i7x__1__1.A__1.C	7i7x__1__1.C	1.A:1.A	foldseek	84		sucos_shape_pocket_qcov	
a71ev2a-x3210a__1__1.A__1.X	a71ev2a-x3210a__1__1.X	7huu__1__1.A__1.B	7huu__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5868a__1__1.A__1.X	a71ev2a-x5868a__1__1.X	7i68__1__1.A__1.B	7i68__1__1.B	1.A:1.A	foldseek	79		sucos_shape_pocket_qcov	
a71ev2a-x4836a__1__1.A__1.X	a71ev2a-x4836a__1__1.X	7i5g__1__1.A__1.B	7i5g__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5262a__1__1.A__1.X	a71ev2a-x5262a__1__1.X	7i7n__1__1.A__1.C	7i7n__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x3201a__1__1.A__1.X	a71ev2a-x3201a__1__1.X	7hur__1__1.A__1.B	7hur__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x0812a__1__1.A__1.X	a71ev2a-x0812a__1__1.X	7h4f__1__1.A__1.B	7h4f__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x0556a__1__1.A__1.X	a71ev2a-x0556a__1__1.X	7h45__1__1.A__1.B	7h45__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x6938a__1__1.A__1.X	a71ev2a-x6938a__1__1.X	7i4o__1__1.A__1.B	7i4o__1__1.B	1.A:1.A	foldseek	84		sucos_shape_pocket_qcov	
a71ev2a-x7021a__1__1.A__1.X	a71ev2a-x7021a__1__1.X	7i5c__1__1.A__1.C	7i5c__1__1.C	1.A:1.A	foldseek	81		sucos_shape_pocket_qcov	
a71ev2a-x4409a__1__1.A__1.X	a71ev2a-x4409a__1__1.X	7hyq__1__1.A__1.C	7hyq__1__1.C	1.A:1.A	foldseek	88		sucos_shape_pocket_qcov	
a71ev2a-x5581a__1__1.A__1.X	a71ev2a-x5581a__1__1.X	7i5e__1__1.A__1.C	7i5e__1__1.C	1.A:1.A	foldseek	89		sucos_shape_pocket_qcov	
a71ev2a-x4320a__1__1.A__1.X	a71ev2a-x4320a__1__1.X	7i3d__1__1.A__1.C	7i3d__1__1.C	1.A:1.A	foldseek	94		sucos_shape_pocket_qcov	
a71ev2a-x4798a__1__1.A__1.X	a71ev2a-x4798a__1__1.X	7i58__1__1.A__1.B	7i58__1__1.B	1.A:1.A	foldseek	99		sucos_shape_pocket_qcov	
a71ev2a-x4742b__1__1.C__1.X	a71ev2a-x4742b__1__1.X	7i4t__2__1.B__1.E	7i4t__2__1.E	1.C:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4963b__1__1.C__1.X	a71ev2a-x4963b__1__1.X	7i6g__2__1.B__1.F	7i6g__2__1.F	1.C:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x0228a__1__1.A__1.X	a71ev2a-x0228a__1__1.X	7h2y__1__1.A__1.B	7h2y__1__1.B	1.A:1.A	foldseek	98		sucos_shape_pocket_qcov	
a71ev2a-x4673b__1__1.C__1.X	a71ev2a-x4673b__1__1.X	7i47__2__1.B__1.G_1.H	7i47__2__1.G	1.C:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5016a__1__1.A__1.X	a71ev2a-x5016a__1__1.X	7i6r__1__1.A__1.B	7i6r__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4899a__1__1.A__1.X	a71ev2a-x4899a__1__1.X	7i60__1__1.A__1.C	7i60__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4654a__1__1.A__1.X	a71ev2a-x4654a__1__1.X	7i44__1__1.A__1.B	7i44__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5283a__1__1.A__1.X	a71ev2a-x5283a__1__1.X	7i7r__1__1.A__1.C	7i7r__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x3618b__1__1.A__1.X	a71ev2a-x3618b__1__1.X	7hxm__1__1.A__1.C	7hxm__1__1.C	1.A:1.A	foldseek	85		sucos_shape_pocket_qcov	
a71ev2a-x3054a__1__1.A__1.X	a71ev2a-x3054a__1__1.X	7hug__1__1.A__1.B	7hug__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x0310a__1__1.A__1.X	a71ev2a-x0310a__1__1.X	7h36__1__1.A__1.B	7h36__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5247a__1__1.A__1.X	a71ev2a-x5247a__1__1.X	7i7j__1__1.A__1.C	7i7j__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x3993a__1__1.A__1.X	a71ev2a-x3993a__1__1.X	7hww__1__1.A__1.C	7hww__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x3908a__1__1.A__1.X	a71ev2a-x3908a__1__1.X	7hwc__1__1.A__1.C	7hwc__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x3178a__1__1.A__1.X	a71ev2a-x3178a__1__1.X	7huk__1__1.A__1.C	7huk__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4959a__1__1.A__1.X	a71ev2a-x4959a__1__1.X	7i6f__1__1.A__1.C	7i6f__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5425b__1__1.C__1.X	a71ev2a-x5425b__1__1.X	7hxb__1__1.A__1.C	7hxb__1__1.C	1.C:1.A	foldseek	99		sucos_shape_pocket_qcov	
a71ev2a-x3575a__1__1.A__1.X	a71ev2a-x3575a__1__1.X	7hvq__1__1.A__1.B	7hvq__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4874a__1__1.A__1.X	a71ev2a-x4874a__1__1.X	7i5s__1__1.A__1.C	7i5s__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x3581a__1__1.A__1.X	a71ev2a-x3581a__1__1.X	7hvs__1__1.A__1.B	7hvs__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x7190a__1__1.A__1.X	a71ev2a-x7190a__1__1.X	7i3m__1__1.A__1.C	7i3m__1__1.C	1.A:1.A	foldseek	73		sucos_shape_pocket_qcov	
a71ev2a-x5052a__1__1.A__1.X	a71ev2a-x5052a__1__1.X	7i6v__1__1.A__1.C	7i6v__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5449b__1__1.C__1.X	a71ev2a-x5449b__1__1.X	7i7x__1__1.A__1.C	7i7x__1__1.C	1.C:1.A	foldseek	94		sucos_shape_pocket_qcov	
a71ev2a-x6739a__1__1.A__1.X	a71ev2a-x6739a__1__1.X	7i7x__2__1.B__1.E	7i7x__2__1.E	1.A:1.B	foldseek	75		sucos_shape_pocket_qcov	
a71ev2a-x6797a__1__1.A__1.X	a71ev2a-x6797a__1__1.X	7i73__1__1.A__1.C	7i73__1__1.C	1.A:1.A	foldseek	70		sucos_shape_pocket_qcov	
a71ev2a-x3371a__1__1.A__1.X	a71ev2a-x3371a__1__1.X	7hv5__1__1.A__1.C	7hv5__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5599a__1__1.A__1.X	a71ev2a-x5599a__1__1.X	7i5c__1__1.A__1.C	7i5c__1__1.C	1.A:1.A	foldseek	94		sucos_shape_pocket_qcov	
a71ev2a-x5489b__1__1.C__1.X	a71ev2a-x5489b__1__1.X	7hx6__2__1.B__1.F	7hx6__2__1.F	1.C:1.B	foldseek	98		sucos_shape_pocket_qcov	
a71ev2a-x0432a__1__1.A__1.X	a71ev2a-x0432a__1__1.X	7h3m__1__1.A__1.B_1.C	7h3m__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x3890a__1__1.A__1.X	a71ev2a-x3890a__1__1.X	7hw9__1__1.A__1.C_1.F	7hw9__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x1209a__1__1.B__1.X	a71ev2a-x1209a__1__1.X	7h52__2__1.B__1.F	7h52__2__1.F	1.B:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5081b__1__1.C__1.X	a71ev2a-x5081b__1__1.X	7i6z__2__1.B__1.G	7i6z__2__1.G	1.C:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x3286a__1__1.A__1.X	a71ev2a-x3286a__1__1.X	7hv1__1__1.A__1.B_1.F	7hv1__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x3895a__1__1.A__1.X	a71ev2a-x3895a__1__1.X	7hwa__1__1.A__1.B	7hwa__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x3234a__1__1.A__1.X	a71ev2a-x3234a__1__1.X	7hzt__1__1.A__1.D	7hzt__1__1.D	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x2629a__1__1.A__1.X	a71ev2a-x2629a__1__1.X	7hzu__1__1.A__1.E_1.F	7hzu__1__1.F	1.A:1.A	foldseek	61		sucos_shape_pocket_qcov	
a71ev2a-x5598a__1__1.A__1.X	a71ev2a-x5598a__1__1.X	7i6m__1__1.A__1.C	7i6m__1__1.C	1.A:1.A	foldseek	88		sucos_shape_pocket_qcov	
